0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y
231.898112,1062.182331,233.427336,1062.182331,232.917595,1062.182331,230.114018,1062.182331,230.623759,1062.182331,233.682206,1062.182331,231.898112,1062.182331,232.662724,1062.182331
233.682206,1062.182331,235.976042,1062.182331,233.937077,1062.182331,233.682206,1062.182331,233.427336,1062.182331,235.466301,1062.182331,234.701689,1062.182331,236.740654,1062.182331
236.230913,1062.182331,238.524748,1062.182331,237.505266,1062.182331,234.956560,1062.182331,236.740654,1062.182331,238.779619,1062.182331,236.995525,1062.182331,237.760136,1062.182331
238.779619,1062.182331,240.818584,1062.182331,240.308843,1062.182331,238.015007,1062.182331,238.269878,1062.182331,241.328325,1062.182331,240.308843,1062.182331,240.818584,1062.182331
241.328325,1062.182331,243.367290,1062.182331,241.838067,1062.182331,240.818584,1062.182331,240.818584,1062.182331,243.877032,1062.182331,241.838067,1062.182331,243.367290,1062.182331
243.877032,1062.182331,245.661126,1062.182331,244.641643,1062.182331,242.602678,1062.182331,243.367290,1062.182331,245.661126,1062.182331,244.641643,1062.182331,246.170867,1062.182331
246.170867,1062.182331,247.954962,1062.182331,247.954962,1062.182331,245.915997,1062.182331,245.661126,1062.182331,248.719574,1062.182331,246.935479,1062.182331,248.719574,1062.182331
249.739056,1062.182331,251.523150,1062.182331,249.229315,1062.182331,247.700091,1062.182331,248.719574,1062.182331,251.013409,1062.182331,249.739056,1062.182331,250.758539,1062.182331
250.503668,1062.182331,253.052374,1062.182331,252.542633,1062.182331,250.503668,1062.182331,250.758539,1062.182331,252.797504,1062.182331,253.052374,1062.182331,254.581598,1062.182331
254.071857,1062.182331,255.855951,1062.182331,255.346210,1062.182331,252.797504,1062.182331,253.816986,1062.182331,256.620563,1062.182331,254.326727,1062.182331,255.601081,1062.182331
255.855951,1062.182331,258.404657,1062.182331,257.894916,1062.182331,255.091339,1062.182331,256.365692,1062.182331,258.404657,1062.182331,258.149787,1062.182331,258.404657,1062.182331
258.914399,1062.182331,260.443623,1062.182331,260.188752,1062.182331,258.659528,1062.182331,258.149787,1062.182331,260.698493,1062.182331,259.933881,1062.182331,261.208234,1062.182331
261.208234,1062.182331,263.502070,1062.182331,262.992329,1062.182331,260.443623,1062.182331,260.698493,1062.182331,263.756941,1062.182331,262.227717,1062.182331,262.737458,1062.182331
264.011811,1062.182331,266.050776,1062.182331,264.521553,1062.182331,262.992329,1062.182331,263.247199,1062.182331,266.305647,1062.182331,265.286164,1062.182331,266.560518,1062.182331
266.560518,1062.182331,268.089741,1062.182331,267.834871,1062.182331,265.795906,1062.182331,266.050776,1062.182331,268.344612,1062.182331,268.089741,1062.182331,268.344612,1062.182331
268.599483,1062.182331,270.893318,1062.182331,270.383577,1062.182331,267.325130,1062.182331,269.109224,1062.182331,271.148189,1062.182331,270.383577,1062.182331,270.383577,1062.182331
272.677413,1062.182331,273.696895,1062.182331,272.167671,1062.182331,270.638448,1062.182331,270.893318,1062.182331,274.206637,1062.182331,272.167671,1062.182331,273.696895,1062.182331
273.696895,1062.182331,275.990731,1062.182331,275.480990,1062.182331,272.677413,1062.182331,273.696895,1062.182331,275.480990,1062.182331,275.480990,1062.182331,275.480990,1062.182331
276.500472,1062.182331,278.794308,1062.182331,278.284567,1062.182331,274.971248,1062.182331,276.245602,1062.182331,278.284567,1062.182331,277.010213,1062.182331,278.794308,1062.182331
279.049178,1062.182331,280.578402,1062.182331,280.068661,1062.182331,278.539437,1062.182331,278.029696,1062.182331,280.833273,1062.182331,279.813790,1062.182331,280.323532,1062.182331
281.597885,1062.182331,283.636850,1062.182331,282.617367,1062.182331,280.323532,1062.182331,281.597885,1062.182331,283.381979,1062.182331,282.872238,1062.182331,283.381979,1062.182331
284.146591,1062.182331,285.675815,1062.182331,284.401462,1062.182331,283.381979,1062.182331,283.636850,1062.182331,286.440427,1062.182331,285.166074,1062.182331,285.675815,1062.182331
286.440427,1062.182331,287.969651,1062.182331,287.459909,1062.182331,285.420944,1062.182331,285.166074,1062.182331,287.969651,1062.182331,287.459909,1062.182331,288.224521,1062.182331
288.989133,1062.182331,291.028098,1062.182331,289.498874,1062.182331,288.479392,1062.182331,288.989133,1062.182331,290.773227,1062.182331,289.753745,1062.182331,291.282969,1062.182331
290.773227,1062.182331,293.576804,1062.182331,292.047581,1062.182331,290.773227,1062.182331,290.518357,1062.182331,293.831675,1062.182331,292.557322,1062.182331,292.812192,1062.182331
294.086546,1062.182331,294.851158,1062.182331,294.851158,1062.182331,292.047581,1062.182331,292.812192,1062.182331,295.360899,1062.182331,294.851158,1062.182331,295.870640,1062.182331
296.890123,1062.182331,298.419346,1062.182331,296.890123,1062.182331,295.615769,1062.182331,296.380381,1062.182331,298.164476,1062.182331,297.654734,1062.182331,298.164476,1062.182331
298.674217,1062.182331,300.203441,1062.182331,299.693699,1062.182331,297.654734,1062.182331,298.164476,1062.182331,299.438829,1062.182331,299.948570,1062.182331,299.438829,1062.182331
301.477794,1062.182331,296.635252,1062.182331,298.929088,1062.182331,299.693699,1062.182331,299.948570,1062.182331,296.890123,1062.182331,296.380381,1062.182331,296.380381,1062.182331
297.144993,1062.182331,294.851158,1062.182331,294.851158,1062.182331,297.909605,1062.182331,296.380381,1062.182331,292.812192,1062.182331,294.851158,1062.182331,292.812192,1062.182331
294.596287,1062.182331,290.263486,1062.182331,291.792710,1062.182331,293.576804,1062.182331,293.576804,1062.182331,290.263486,1062.182331,291.282969,1062.182331,290.518357,1062.182331
290.518357,1062.182331,287.714780,1062.182331,289.244004,1062.182331,291.028098,1062.182331,290.773227,1062.182331,287.969651,1062.182331,287.969651,1062.182331,286.695297,1062.182331
288.224521,1062.182331,285.675815,1062.182331,285.675815,1062.182331,288.479392,1062.182331,286.695297,1062.182331,283.636850,1062.182331,285.166074,1062.182331,283.891720,1062.182331
284.656332,1062.182331,281.597885,1062.182331,282.617367,1062.182331,284.656332,1062.182331,284.911203,1062.182331,281.597885,1062.182331,281.597885,1062.182331,281.597885,1062.182331
281.852755,1062.182331,279.049178,1062.182331,280.578402,1062.182331,282.107626,1062.182331,281.597885,1062.182331,278.539437,1062.182331,279.304049,1062.182331,276.755343,1062.182331
279.558920,1062.182331,275.990731,1062.182331,276.245602,1062.182331,279.558920,1062.182331,278.029696,1062.182331,274.971248,1062.182331,275.480990,1062.182331,275.480990,1062.182331
275.480990,1062.182331,272.932283,1062.182331,273.696895,1062.182331,276.245602,1062.182331,276.245602,1062.182331,272.677413,1062.182331,273.187154,1062.182331,272.422542,1062.182331
273.187154,1062.182331,270.128706,1062.182331,271.148189,1062.182331,273.187154,1062.182331,271.912801,1062.182331,269.109224,1062.182331,269.364095,1062.182331,268.344612,1062.182331
270.383577,1062.182331,267.580000,1062.182331,267.325130,1062.182331,270.383577,1062.182331,268.854353,1062.182331,266.815388,1062.182331,267.070259,1062.182331,266.560518,1062.182331
267.070259,1062.182331,263.247199,1062.182331,265.286164,1062.182331,267.325130,1062.182331,266.815388,1062.182331,262.482588,1062.182331,265.031294,1062.182331,262.992329,1062.182331
265.031294,1062.182331,261.972846,1062.182331,262.227717,1062.182331,264.521553,1062.182331,263.247199,1062.182331,260.698493,1062.182331,261.208234,1062.182331,260.188752,1062.182331
261.208234,1062.182331,257.894916,1062.182331,258.914399,1062.182331,261.208234,1062.182331,260.443623,1062.182331,257.640046,1062.182331,258.914399,1062.182331,257.385175,1062.182331
258.914399,1062.182331,255.601081,1062.182331,256.365692,1062.182331,259.169269,1062.182331,257.894916,1062.182331,254.581598,1062.182331,255.855951,1062.182331,254.326727,1062.182331
255.855951,1062.182331,252.542633,1062.182331,253.816986,1062.182331,255.601081,1062.182331,254.071857,1062.182331,252.542633,1062.182331,251.778021,1062.182331,252.032892,1062.182331
252.542633,1062.182331,249.229315,1062.182331,249.993927,1062.182331,252.542633,1062.182331,252.032892,1062.182331,248.209832,1062.182331,250.503668,1062.182331,247.954962,1062.182331
249.993927,1062.182331,246.935479,1062.182331,248.209832,1062.182331,250.758539,1062.182331,248.974444,1062.182331,245.915997,1062.182331,247.190350,1062.182331,246.680609,1062.182331
246.935479,1062.182331,244.131902,1062.182331,244.896514,1062.182331,246.425738,1062.182331,246.170867,1062.182331,243.367290,1062.182331,243.877032,1062.182331,242.347808,1062.182331
244.131902,1062.182331,241.073455,1062.182331,242.347808,1062.182331,244.131902,1062.182331,243.622161,1062.182331,240.308843,1062.182331,241.328325,1062.182331,239.799102,1062.182331
240.818584,1062.182331,238.779619,1062.182331,239.289360,1062.182331,241.583196,1062.182331,239.799102,1062.182331,237.505266,1062.182331,238.269878,1062.182331,237.505266,1062.182331
238.269878,1062.182331,234.701689,1062.182331,235.466301,1062.182331,237.760136,1062.182331,237.760136,1062.182331,234.701689,1062.182331,235.721171,1062.182331,233.682206,1062.182331
235.976042,1062.182331,232.407853,1062.182331,233.682206,1062.182331,235.976042,1062.182331,234.446818,1062.182331,231.643241,1062.182331,232.152983,1062.182331,231.898112,1062.182331
231.898112,1062.182331,230.114018,1062.182331,230.368888,1062.182331,232.407853,1062.182331,231.643241,1062.182331,228.584794,1062.182331,230.623759,1062.182331,228.839664,1062.182331
229.604276,1062.182331,226.545829,1062.182331,227.310441,1062.182331,229.859147,1062.182331,229.604276,1062.182331,226.036088,1062.182331,227.565311,1062.182331,225.271476,1062.182331
227.055570,1062.182331,224.251993,1062.182331,225.016605,1062.182331,227.565311,1062.182331,225.781217,1062.182331,223.742252,1062.182331,223.487381,1062.182331,223.742252,1062.182331
223.487381,1062.182331,222.213028,1062.182331,221.448416,1062.182331,223.742252,1062.182331,223.487381,1062.182331,220.428934,1062.182331,222.213028,1062.182331,219.919192,1062.182331
221.703287,1062.182331,217.880227,1062.182331,218.644839,1062.182331,220.938675,1062.182331,221.448416,1062.182331,217.880227,1062.182331,218.644839,1062.182331,216.860745,1062.182331
218.389969,1062.182331,215.586392,1062.182331,216.351004,1062.182331,218.899710,1062.182331,216.860745,1062.182331,215.076650,1062.182331,215.586392,1062.182331,214.821780,1062.182331
215.076650,1062.182331,213.292556,1062.182331,213.292556,1062.182331,215.586392,1062.182331,214.821780,1062.182331,211.253591,1062.182331,213.292556,1062.182331,212.018203,1062.182331
212.782815,1062.182331,209.214626,1062.182331,210.998720,1062.182331,213.292556,1062.182331,212.273074,1062.182331,209.979238,1062.182331,210.234108,1062.182331,209.469497,1062.182331
210.488979,1062.182331,207.685402,1062.182331,208.704885,1062.182331,209.724367,1062.182331,208.704885,1062.182331,206.156178,1062.182331,207.685402,1062.182331,205.646437,1062.182331
207.175661,1062.182331,204.372084,1062.182331,205.136696,1062.182331,206.920790,1062.182331,207.175661,1062.182331,203.352601,1062.182331,204.626955,1062.182331,203.607472,1062.182331
203.607472,1062.182331,200.803895,1062.182331,202.333119,1062.182331,204.881825,1062.182331,203.862343,1062.182331,200.803895,1062.182331,202.078248,1062.182331,200.549025,1062.182331
201.823378,1062.182331,199.274671,1062.182331,200.549025,1062.182331,201.568507,1062.182331,200.803895,1062.182331,198.255189,1062.182331,198.764930,1062.182331,197.235706,1062.182331
199.019801,1062.182331,196.471094,1062.182331,196.725965,1062.182331,199.274671,1062.182331,198.255189,1062.182331,195.706483,1062.182331,195.961353,1062.182331,195.706483,1062.182331
196.216224,1062.182331,192.902906,1062.182331,193.922388,1062.182331,196.216224,1062.182331,195.451612,1062.182331,191.883423,1062.182331,194.432129,1062.182331,192.393164,1062.182331
194.177259,1062.182331,191.628553,1062.182331,191.883423,1062.182331,192.648035,1062.182331,193.157776,1062.182331,191.118811,1062.182331,190.354199,1062.182331,189.334717,1062.182331
190.099329,1062.182331,187.805493,1062.182331,188.060364,1062.182331,191.373682,1062.182331,190.099329,1062.182331,186.786011,1062.182331,188.060364,1062.182331,187.040881,1062.182331
187.805493,1062.182331,185.001916,1062.182331,186.021399,1062.182331,187.805493,1062.182331,186.786011,1062.182331,184.492175,1062.182331,185.256787,1062.182331,183.727563,1062.182331
185.256787,1062.182331,182.962951,1062.182331,183.217822,1062.182331,184.492175,1062.182331,184.237304,1062.182331,182.198339,1062.182331,182.962951,1062.182331,181.688598,1062.182331
182.453210,1062.182331,179.139892,1062.182331,179.649633,1062.182331,182.962951,1062.182331,181.433727,1062.182331,178.375280,1062.182331,179.904504,1062.182331,178.375280,1062.182331
179.649633,1062.182331,176.591185,1062.182331,177.865539,1062.182331,179.394762,1062.182331,178.630150,1062.182331,175.826573,1062.182331,176.591185,1062.182331,176.081444,1062.182331
176.336315,1062.182331,175.061962,1062.182331,175.061962,1062.182331,176.591185,1062.182331,176.591185,1062.182331,173.277867,1062.182331,174.297350,1062.182331,173.022997,1062.182331
173.787608,1062.182331,171.238902,1062.182331,170.984032,1062.182331,173.787608,1062.182331,173.532738,1062.182331,169.964549,1062.182331,171.493773,1062.182331,170.219420,1062.182331
171.238902,1062.182331,167.925584,1062.182331,170.219420,1062.182331,170.729161,1062.182331,170.984032,1062.182331,168.435325,1062.182331,168.435325,1062.182331,168.690196,1062.182331
168.180455,1062.182331,165.886619,1062.182331,166.906101,1062.182331,168.690196,1062.182331,168.435325,1062.182331,165.376878,1062.182331,166.396360,1062.182331,164.867136,1062.182331
166.396360,1062.182331,162.573301,1062.182331,163.592783,1062.182331,166.141490,1062.182331,164.867136,1062.182331,162.828171,1062.182331,163.337913,1062.182331,162.063559,1062.182331
162.573301,1062.182331,160.789206,1062.182331,161.808689,1062.182331,162.573301,1062.182331,162.828171,1062.182331,159.259983,1062.182331,161.044077,1062.182331,160.279465,1062.182331
160.534336,1062.182331,157.475888,1062.182331,157.985629,1062.182331,160.279465,1062.182331,160.024594,1062.182331,156.966147,1062.182331,158.240500,1062.182331,156.711276,1062.182331
157.730759,1062.182331,155.182052,1062.182331,156.456406,1062.182331,158.240500,1062.182331,155.946664,1062.182331,154.927182,1062.182331,154.672311,1062.182331,154.162570,1062.182331
154.672311,1062.182331,153.143087,1062.182331,153.143087,1062.182331,154.417441,1062.182331,154.672311,1062.182331,150.849252,1062.182331,152.888217,1062.182331,151.613864,1062.182331
152.888217,1062.182331,149.065157,1062.182331,150.084640,1062.182331,152.633346,1062.182331,151.613864,1062.182331,149.065157,1062.182331,149.320028,1062.182331,148.045675,1062.182331
149.829769,1062.182331,147.281063,1062.182331,148.045675,1062.182331,149.065157,1062.182331,148.810287,1062.182331,147.026192,1062.182331,147.026192,1062.182331,146.516451,1062.182331
146.771322,1062.182331,144.987227,1062.182331,144.987227,1062.182331,147.281063,1062.182331,147.026192,1062.182331,142.948262,1062.182331,145.496969,1062.182331,143.458004,1062.182331
144.987227,1062.182331,141.164168,1062.182331,142.183650,1062.182331,144.222615,1062.182331,143.967745,1062.182331,141.419038,1062.182331,141.164168,1062.182331,140.909297,1062.182331
141.164168,1062.182331,139.634944,1062.182331,139.889815,1062.182331,141.419038,1062.182331,140.909297,1062.182331,138.105720,1062.182331,138.870332,1062.182331,138.870332,1062.182331
138.870332,1062.182331,136.321626,1062.182331,135.811885,1062.182331,140.144685,1062.182331,138.870332,1062.182331,135.047273,1062.182331,136.831367,1062.182331,135.047273,1062.182331
135.557014,1062.182331,133.008308,1062.182331,134.282661,1062.182331,136.576497,1062.182331,135.302143,1062.182331,133.518049,1062.182331,133.263178,1062.182331,132.498566,1062.182331
133.518049,1062.182331,130.969343,1062.182331,131.733955,1062.182331,133.263178,1062.182331,133.263178,1062.182331,129.694990,1062.182331,131.224213,1062.182331,129.949860,1062.182331
130.714472,1062.182331,128.165766,1062.182331,128.420636,1062.182331,131.733955,1062.182331,130.204731,1062.182331,127.146283,1062.182331,128.675507,1062.182331,127.656024,1062.182331
127.401154,1062.182331,125.362189,1062.182331,126.636542,1062.182331,127.656024,1062.182331,127.656024,1062.182331,124.087836,1062.182331,125.871930,1062.182331,125.107318,1062.182331
126.126801,1062.182331,123.578094,1062.182331,124.597577,1062.182331,125.617059,1062.182331,125.107318,1062.182331,122.303741,1062.182331,123.578094,1062.182331,121.794000,1062.182331
122.813483,1062.182331,120.009906,1062.182331,120.264776,1062.182331,123.323224,1062.182331,121.029388,1062.182331,119.755035,1062.182331,120.264776,1062.182331,119.500164,1062.182331
120.009906,1062.182331,116.951458,1062.182331,118.735552,1062.182331,120.519647,1062.182331,120.009906,1062.182331,116.696587,1062.182331,118.225811,1062.182331,116.441717,1062.182331
117.970941,1062.182331,115.422234,1062.182331,115.677105,1062.182331,117.716070,1062.182331,117.206329,1062.182331,114.657622,1062.182331,114.912493,1062.182331,113.383269,1062.182331
114.147881,1062.182331,111.854045,1062.182331,112.873528,1062.182331,115.422234,1062.182331,113.638140,1062.182331,111.344304,1062.182331,112.363787,1062.182331,112.108916,1062.182331
112.618657,1062.182331,109.305339,1062.182331,110.834563,1062.182331,112.618657,1062.182331,111.854045,1062.182331,108.285857,1062.182331,110.324822,1062.182331,108.540727,1062.182331
109.305339,1062.182331,107.521245,1062.182331,107.521245,1062.182331,109.815080,1062.182331,109.050469,1062.182331,106.501762,1062.182331,106.246892,1062.182331,105.992021,1062.182331
106.246892,1049.453226,103.953056,1062.182331,104.972538,1062.182331,106.501762,1062.182331,105.482280,1062.182331,102.933573,1062.182331,104.717668,1062.182331,103.698185,1062.182331
104.207927,1021.703776,101.404350,1062.182331,101.914091,1062.182331,104.717668,1062.182331,104.207927,1062.182331,100.894608,1062.182331,102.423832,1062.182331,100.384867,1062.182331
101.404350,992.681416,99.110514,1062.182331,99.110514,1062.182331,101.404350,1062.182331,101.149479,1062.182331,98.091031,1062.182331,98.091031,1062.182331,97.836161,1062.182331
98.345902,968.750698,96.052066,1062.182331,97.326420,1062.182331,98.855643,1062.182331,98.091031,1062.182331,95.032584,1062.182331,96.816678,1062.182331,95.287455,1062.182331
95.542325,940.492084,93.758231,1062.182331,94.522843,1062.182331,97.071549,1062.182331,96.306937,1062.182331,92.993619,1062.182331,93.758231,1062.182331,92.993619,1062.182331
93.503360,915.033873,90.954654,1062.182331,91.464395,1062.182331,93.503360,1062.182331,92.738748,1062.182331,90.444913,1062.182331,90.699783,1062.182331,90.444913,1062.182331
91.209524,887.029842,88.660818,1062.182331,89.935171,1062.182331,90.699783,1062.182331,90.190042,1062.182331,87.641336,1062.182331,89.425430,1062.182331,87.641336,1062.182331
87.641336,862.335377,85.602371,1062.182331,86.366982,1062.182331,88.915689,1062.182331,87.896206,1062.182331,84.582888,1062.182331,85.602371,1062.182331,84.837759,1062.182331
85.857241,835.095092,82.543923,1062.182331,84.073147,1062.182331,85.092629,1062.182331,84.837759,1062.182331,82.289052,1062.182331,82.798794,1062.182331,81.779311,1062.182331
82.798794,808.618553,80.759829,1062.182331,81.779311,1062.182331,83.308535,1062.182331,82.289052,1062.182331,80.250087,1062.182331,80.504958,1062.182331,79.230605,1062.182331
79.485475,782.396596,78.211122,1061.418585,77.956252,1062.182331,80.759829,1062.182331,79.740346,1062.182331,76.427028,1062.182331,78.465993,1062.182331,77.701381,1062.182331
77.956252,756.683803,74.642934,1029.086657,75.662416,1062.182331,76.427028,1062.182331,77.446510,1062.182331,74.133192,1062.182331,75.407545,1062.182331,73.623451,1062.182331
74.897804,729.188935,72.603968,992.935998,73.368580,1062.182331,75.662416,1062.182331,74.388063,1062.182331,72.349098,1062.182331,72.603968,1062.182331,71.584486,1062.182331
71.839357,702.966978,69.545521,958.821996,69.545521,1032.396225,72.603968,1062.182331,71.329615,1062.182331,68.271168,1062.182331,70.310133,1062.182331,69.545521,1062.182331
70.310133,677.508767,66.741944,922.925919,68.526038,993.190580,69.545521,1062.182331,69.290650,1062.182331,66.487073,1062.182331,67.251685,1062.182331,65.722461,1062.182331
66.741944,649.759318,65.467591,889.066499,65.212720,957.294503,67.761427,1062.182331,66.741944,1062.182331,64.193238,1062.182331,64.193238,1062.182331,63.938367,1062.182331
