0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y
91.719266,1062.182331,90.444913,1062.182331,90.444913,1062.182331,90.444913,1062.182331
90.444913,1062.182331,87.896206,1062.182331,87.641336,1062.182331,88.405948,1062.182331
86.621853,1062.182331,85.347500,1062.182331,85.092629,1062.182331,85.857241,1062.182331
83.818276,1062.182331,82.798794,1062.182331,82.798794,1062.182331,82.798794,1062.182331
82.798794,1062.182331,79.485475,1062.182331,79.995217,1062.182331,80.759829,1062.182331
78.975734,1062.182331,77.191640,1062.182331,77.191640,1062.182331,76.936769,1062.182331
76.427028,1062.182331,75.152675,1062.182331,75.662416,1062.182331,74.897804,1062.182331
74.133192,1062.182331,71.074745,1062.182331,71.584486,1062.182331,72.349098,1062.182331
70.565003,1062.182331,69.545521,1062.182331,69.290650,1062.182331,69.035780,1062.182331
68.526038,1062.182331,67.251685,1062.182331,66.996815,1062.182331,67.761427,1062.182331
66.487073,1062.182331,63.173755,1062.182331,64.448108,1062.182331,64.193238,1062.182331
62.664014,1062.182331,61.389661,1062.182331,60.879920,1062.182331,61.899402,1062.182331
61.134790,1062.182331,59.350696,1062.182331,59.860437,1062.182331,60.115308,1062.182331
58.331213,1062.182331,55.272766,1062.182331,56.292248,1062.182331,56.292248,1062.182331
55.272766,1062.182331,53.743542,1062.182331,53.233801,1062.182331,53.743542,1062.182331
53.233801,1062.182331,51.194836,1062.182331,52.214318,1062.182331,51.449706,1062.182331
49.920482,1062.182331,47.881517,1062.182331,48.901000,1062.182331,48.391259,1062.182331
48.136388,1062.182331,45.587682,1062.182331,45.332811,1062.182331,46.607164,1062.182331
45.077940,1045.634494,43.293846,1062.182331,44.313329,1062.182331,44.058458,1062.182331
42.529234,988.608102,40.490269,1026.286254,41.000010,1062.182331,41.000010,1062.182331
40.235399,929.799636,37.941563,964.422802,37.431822,1050.216972,38.451304,1055.054032
36.412339,872.009497,35.902598,899.758947,36.412339,981.988968,35.392857,988.098938
34.373374,813.710195,32.334409,837.640913,32.844150,913.760963,33.353892,920.125516
32.079538,754.137982,30.295444,774.249968,30.040573,846.296705,30.550315,851.133765
28.766220,697.366172,28.001608,709.586113,28.256479,778.068700,26.727255,783.669506
27.236996,638.812287,24.178549,647.722661,25.198031,709.331531,24.943161,715.950666
23.668808,580.767567,21.884713,584.840880,22.139584,641.867272,22.394454,646.449750
20.610360,522.977428,20.100619,520.686189,20.355489,573.893850,19.590878,578.730910
19.336007,464.423544,16.022689,457.549827,17.551912,505.665845,18.316524,511.266651
15.767818,407.142570,14.493465,395.940957,14.238594,438.201587,14.493465,442.274900
12.964241,349.352431,12.199629,331.277102,12.454500,369.973582,12.199629,375.065224
10.925276,289.780218,8.376570,268.904485,9.650923,302.000159,10.160664,306.328055
8.121699,232.244662,6.082734,206.022705,6.847346,235.045065,6.847346,239.118379
6.082734,175.218270,4.043769,142.122596,4.808381,165.798732,4.298640,170.381210
3.534028,115.391475,0.475580,79.495398,1.240192,98.079891,1.495063,101.898623
0.730451,58.365083,-1.308514,15.849871,-1.308514,30.615633,-0.543902,33.925200
-1.818255,-0.188802,-3.857220,-47.286492,-2.837738,-38.376118,-3.092609,-34.048222
-4.876703,-57.469776,-6.660797,-110.168272,-6.151056,-105.840376,-6.405927,-102.276227
-6.660797,-116.023661,-9.464374,-173.813799,-9.209504,-173.304635,-8.954633,-169.740485
-10.483857,-174.068381,-11.758210,-235.931833,-10.483857,-241.787222,-11.503339,-239.241401
-12.522822,-231.858519,-14.561787,-299.577360,-14.052046,-310.778973,-14.561787,-307.214823
-14.306916,-290.921568,-16.600752,-363.477469,-16.855623,-377.734067,-16.091011,-374.424499
-18.639717,-348.457125,-20.168941,-425.086339,-19.404329,-445.707489,-19.404329,-443.670833
-20.168941,-405.992681,-22.462776,-488.477283,-22.462776,-513.935494,-21.953035,-510.625927
-22.972518,-465.310312,-25.266353,-553.141139,-24.246871,-582.163499,-23.737130,-579.617678
-25.521224,-523.100450,-27.305318,-615.513755,-27.305318,-650.391504,-27.560189,-646.572772
-28.069930,-580.381424,-30.618637,-679.159282,-30.108895,-717.855762,-29.344283,-715.309941
-31.128378,-639.189891,-32.912472,-741.786480,-31.383248,-786.083767,-32.147860,-784.301692
-33.422213,-696.725447,-35.206308,-804.413678,-34.951437,-854.820936,-34.696567,-851.002204
-36.480661,-755.279332,-37.755014,-867.804623,-37.245273,-921.521448,-36.735532,-919.230209
-39.029367,-812.051142,-41.578074,-930.686404,-40.048850,-990.513199,-40.303720,-988.221960
-40.558591,-871.368773,-42.852427,-993.568184,-43.871909,-1023.099709,-42.852427,-1023.099709
-44.891392,-928.904329,-45.910874,-1023.099709,-45.656004,-1023.099709,-45.401133,-1023.099709
-46.420616,-986.439885,-49.224193,-1023.099709,-48.204710,-1023.099709,-47.694969,-1023.099709
-49.224193,-1023.099709,-50.753416,-1023.099709,-51.518028,-1023.099709,-50.243675,-1023.099709
-51.772899,-1023.099709,-53.811864,-1023.099709,-52.792381,-1023.099709,-54.066734,-1023.099709
-54.831346,-1023.099709,-56.870311,-1023.099709,-55.850829,-1023.099709,-55.595958,-1023.099709
-57.634923,-1023.099709,-58.654406,-1023.099709,-58.654406,-1023.099709,-58.399535,-1023.099709
-59.419018,-1023.099709,-62.732336,-1023.099709,-60.183630,-1023.099709,-61.203112,-1023.099709
-62.987207,-1023.099709,-64.516430,-1023.099709,-64.006689,-1023.099709,-62.987207,-1023.099709
-64.771301,-1023.099709,-67.065137,-1023.099709,-65.790783,-1023.099709,-66.555395,-1023.099709
-67.320007,-1023.099709,-69.613843,-1023.099709,-68.849231,-1023.099709,-68.849231,-1023.099709
-70.378455,-1023.099709,-71.652808,-1023.099709,-71.397937,-1023.099709,-71.143067,-1023.099709
-72.162549,-1023.099709,-75.475867,-1023.099709,-74.456385,-1023.099709,-74.201514,-1023.099709
-75.730738,-1023.099709,-77.259962,-1023.099709,-77.259962,-1023.099709,-76.495350,-1023.099709
-77.769703,-1023.099709,-80.318409,-1023.099709,-79.298927,-1023.099709,-79.553797,-1023.099709
-80.828151,-1023.099709,-83.121986,-1023.099709,-82.612245,-1023.099709,-81.083021,-1023.099709
-82.867116,-1023.099709,-84.396339,-1023.099709,-84.651210,-1023.099709,-84.651210,-1023.099709
-85.925563,-1023.099709,-88.219399,-1023.099709,-86.945046,-1023.099709,-87.454787,-1023.099709
-88.474269,-1023.099709,-90.513235,-1023.099709,-90.513235,-1023.099709,-89.493752,-1023.099709
-90.768105,-1023.099709,-92.807070,-1023.099709,-92.042458,-1023.099709,-93.316811,-1023.099709
-94.336294,-1023.099709,-96.375259,-1023.099709,-94.846035,-1023.099709,-94.591165,-1023.099709
-95.610647,-1023.099709,-97.904483,-1023.099709,-98.159353,-1023.099709,-97.904483,-1023.099709
-99.178836,-1023.099709,-100.962930,-1023.099709,-101.217801,-1023.099709,-99.178836,-1023.099709
-101.982413,-1023.099709,-103.511637,-1023.099709,-103.001895,-1023.099709,-102.747025,-1023.099709
-104.021378,-1023.099709,-106.315214,-1023.099709,-105.040860,-1023.099709,-105.295731,-1023.099709
-106.824955,-1023.099709,-108.099308,-1023.099709,-108.863920,-1023.099709,-108.099308,-1023.099709
-109.118790,-1023.099709,-110.902885,-1023.099709,-110.648014,-1023.099709,-111.157756,-1023.099709
-112.177238,-1023.099709,-114.725944,-1023.099709,-113.706462,-1023.099709,-112.686979,-1023.099709
-113.961332,-1023.099709,-116.255168,-1023.099709,-116.255168,-1023.099709,-116.000297,-1023.099709
-118.039263,-1023.099709,-119.313616,-1023.099709,-118.039263,-1023.099709,-118.803874,-1023.099709
-119.313616,-1023.099709,-122.117193,-1023.099709,-121.862322,-1023.099709,-121.097710,-1023.099709
-122.372063,-1023.099709,-124.411028,-1023.099709,-123.901287,-1023.099709,-124.156158,-1023.099709
-125.175640,-1023.099709,-127.469476,-1023.099709,-126.449993,-1023.099709,-126.704864,-1023.099709
-127.724346,-1023.099709,-129.253570,-1023.099709,-128.743829,-1023.099709,-128.998700,-1023.099709
-130.273053,-1023.099709,-132.312018,-1023.099709,-131.802277,-1023.099709,-130.782794,-1023.099709
-132.821759,-1023.099709,-134.350983,-1023.099709,-134.860724,-1023.099709,-135.115595,-1023.099709
-135.880207,-1023.099709,-137.919172,-1023.099709,-136.389948,-1023.099709,-136.135077,-1023.099709
-137.409430,-1023.099709,-139.703266,-1023.099709,-140.467878,-1023.099709,-139.448395,-1023.099709
-141.232490,-1023.099709,-142.506843,-1023.099709,-141.997102,-1023.099709,-141.997102,-1023.099709
-142.761714,-1023.099709,-146.075032,-1023.099709,-144.290937,-1023.099709,-144.290937,-1023.099709
-146.329902,-1023.099709,-147.349385,-1023.099709,-147.094514,-1023.099709,-147.094514,-1023.099709
-148.623738,-1023.099709,-150.662703,-1023.099709,-149.643221,-1023.099709,-150.152962,-1023.099709
-151.172444,-1023.099709,-152.701668,-1023.099709,-152.956539,-1023.099709,-152.191927,-1023.099709
-153.721151,-1023.099709,-156.524728,-1023.099709,-154.485763,-1023.099709,-154.230892,-1023.099709
-156.524728,-1023.099709,-157.799081,-1023.099709,-158.308822,-1023.099709,-158.053951,-1023.099709
-159.328305,-1023.099709,-161.112399,-1023.099709,-159.583175,-1023.099709,-159.838046,-1023.099709
-161.367270,-1023.099709,-163.915976,-1023.099709,-163.151364,-1023.099709,-163.151364,-1023.099709
-164.935458,-1023.099709,-165.954941,-1023.099709,-165.190329,-1023.099709,-165.190329,-1023.099709
-166.464682,-1023.099709,-168.503647,-1023.099709,-167.993906,-1023.099709,-167.739035,-1023.099709
-169.268259,-1023.099709,-171.052353,-1023.099709,-170.797483,-1023.099709,-170.287742,-1023.099709
-171.052353,-1023.099709,-174.110801,-1023.099709,-173.601060,-1023.099709,-173.601060,-1023.099709
-175.130284,-1023.099709,-176.149766,-1023.099709,-175.894895,-1023.099709,-176.149766,-1023.099709
-176.914378,-1023.099709,-179.972826,-1023.099709,-177.933860,-1023.099709,-178.188731,-1023.099709
-179.717955,-1023.099709,-180.992308,-1023.099709,-182.011791,-1023.099709,-180.737437,-1023.099709
-182.521532,-1023.099709,-184.050756,-1023.099709,-183.541014,-1023.099709,-183.031273,-1023.099709
-185.070238,-1023.099709,-187.364074,-1023.099709,-186.344591,-1023.099709,-185.325109,-1023.099709
-187.618944,-1023.099709,-189.148168,-1023.099709,-189.148168,-1023.099709,-188.383556,-1023.099709
-190.422521,-1023.099709,-192.206616,-1023.099709,-191.442004,-1023.099709,-192.206616,-1023.099709
-192.461486,-1023.099709,-195.010193,-1023.099709,-194.245581,-1023.099709,-193.480969,-1023.099709
-195.265063,-1023.099709,-197.304028,-1023.099709,-197.049158,-1023.099709,-197.049158,-1023.099709
-197.813770,-1023.099709,-199.597864,-1023.099709,-199.088123,-1023.099709,-198.833252,-1023.099709
-199.852735,-1023.099709,-203.675794,-1023.099709,-201.636829,-1023.099709,-201.636829,-1023.099709
-203.420923,-1023.099709,-204.185535,-1023.099709,-205.205018,-1023.099709,-204.185535,-1023.099709
-205.714759,-1023.099709,-208.008595,-1023.099709,-206.224500,-1023.099709,-207.753724,-1023.099709
-208.518336,-1023.099709,-210.047560,-1023.099709,-210.047560,-1023.099709,-208.773207,-1023.099709
-210.557301,-1023.099709,-212.851137,-1023.099709,-212.086525,-1023.099709,-212.596266,-1023.099709
-214.125490,-1023.099709,-215.399843,-1023.099709,-215.399843,-1023.099709,-214.890102,-1023.099709
-215.909584,-1023.099709,-218.203420,-1023.099709,-216.929067,-1023.099709,-216.929067,-1023.099709
-219.222902,-1023.099709,-220.497256,-1023.099709,-220.242385,-1023.099709,-219.222902,-1023.099709
-221.006997,-1023.099709,-223.045962,-1023.099709,-222.536221,-1023.099709,-223.045962,-1023.099709
-224.575186,-1023.099709,-225.849539,-1023.099709,-225.084927,-1023.099709,-224.830056,-1023.099709
-226.104409,-1023.099709,-227.633633,-1023.099709,-227.633633,-1023.099709,-227.888504,-1023.099709
-229.162857,-1023.099709,-230.692081,-1023.099709,-230.692081,-1023.099709,-230.437210,-1023.099709
-231.711563,-1023.099709,-233.240787,-1023.099709,-232.476175,-1023.099709,-232.476175,-1023.099709
-234.260270,-1023.099709,-236.808976,-1023.099709,-235.534623,-1023.099709,-235.534623,-1023.099709
-236.299235,-1023.099709,-238.083329,-1023.099709,-238.593070,-1023.099709,-238.338200,-1023.099709
-240.377165,-1023.099709,-242.161259,-1023.099709,-240.377165,-1023.099709,-240.632035,-1023.099709
-241.396647,-1023.099709,-243.690483,-1023.099709,-243.435612,-1023.099709,-242.925871,-1023.099709
-245.474577,-1023.099709,-246.748930,-1023.099709,-246.494060,-1023.099709,-245.984319,-1023.099709
-247.003801,-1023.099709,-248.533025,-1023.099709,-249.042766,-1023.099709,-248.533025,-1023.099709
-250.571990,-1023.099709,-252.865826,-1023.099709,-250.826861,-1023.099709,-250.826861,-1023.099709
-252.610955,-1023.099709,-254.395049,-1023.099709,-254.140179,-1023.099709,-253.630437,-1023.099709
-255.924273,-1023.099709,-257.708368,-1023.099709,-256.688885,-1023.099709,-256.688885,-1023.099709
-257.453497,-1023.099709,-259.492462,-1023.099709,-258.982721,-1023.099709,-258.727850,-1023.099709
-260.766815,-1023.099709,-263.060651,-1023.099709,-261.276556,-1023.099709,-262.296039,-1023.099709
-262.805780,-1023.099709,-264.335004,-1023.099709,-264.844745,-1023.099709,-264.080133,-1023.099709
-266.119098,-1023.099709,-268.158063,-1023.099709,-266.628840,-1023.099709,-266.373969,-1023.099709
-267.648322,-1023.099709,-269.687287,-1023.099709,-269.177546,-1023.099709,-268.922675,-1023.099709
-271.216511,-1023.099709,-273.000605,-1023.099709,-271.471382,-1023.099709,-272.235993,-1023.099709
-273.000605,-1023.099709,-275.804182,-1023.099709,-274.274958,-1023.099709,-274.020088,-1023.099709
-276.313924,-1023.099709,-277.588277,-1023.099709,-277.078535,-1023.099709,-277.078535,-1023.099709
-278.352889,-1023.099709,-280.391854,-1023.099709,-280.391854,-1023.099709,-280.136983,-1023.099709
-281.921077,-1023.099709,-283.960042,-1023.099709,-281.921077,-1023.099709,-282.175948,-1023.099709
-283.195431,-1023.099709,-285.999007,-1023.099709,-285.999007,-1023.099709,-284.979525,-1023.099709
-287.273361,-1023.099709,-288.037972,-1023.099709,-287.783102,-1023.099709,-288.037972,-1023.099709
-288.802584,-1023.099709,-291.606161,-1023.099709,-290.331808,-1023.099709,-290.331808,-1023.099709
-291.606161,-1023.099709,-293.390256,-1023.099709,-292.625644,-1023.099709,-292.880514,-1023.099709
-293.899997,-1023.099709,-296.193833,-1023.099709,-296.448703,-1023.099709,-296.193833,-1023.099709
-297.977927,-1023.099709,-299.507151,-1023.099709,-297.723056,-1023.099709,-297.977927,-1023.099709
-298.997410,-1023.099709,-301.291245,-1023.099709,-301.291245,-1023.099709,-300.781504,-1023.099709
