0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y
245.915997,352.916581,246.425738,366.918597,247.190350,390.340151,245.915997,351.389088,246.170867,356.226148
242.857549,345.788282,242.347808,362.336119,243.622161,383.975598,242.092937,345.279118,242.857549,350.625342
239.799102,341.460386,240.308843,363.354447,241.838067,381.175195,240.563713,340.187475,239.799102,341.969550
237.760136,333.822923,237.250395,358.262805,238.269878,373.028567,236.995525,331.531684,237.505266,335.095833
233.937077,327.458370,234.701689,357.244477,235.466301,372.773985,234.191948,326.694624,234.956560,326.694624
231.643241,321.348400,231.133500,352.661999,232.662724,369.209836,231.898112,317.275086,230.878629,319.820907
228.584794,312.947190,227.565311,351.389088,229.859147,365.645686,227.310441,311.928862,229.094535,312.692608
225.781217,310.146787,226.545829,346.806610,227.310441,364.118194,226.036088,303.782234,225.271476,304.291398
223.487381,299.454338,222.722769,342.478714,223.742252,360.554044,223.232511,296.908517,222.467899,297.163099
220.428934,297.672264,219.919192,337.387072,221.958157,359.281133,220.174063,290.798547,220.428934,288.507308
217.625357,287.743561,217.370486,332.040848,218.389969,354.698656,217.880227,284.943158,217.115615,281.124427
214.312039,287.234397,213.547427,328.222116,214.821780,353.680327,213.802297,279.851516,214.312039,272.723217
212.273074,279.087770,212.018203,320.584653,212.782815,350.370760,211.253591,273.486963,211.253591,265.340336
209.724367,276.541949,208.704885,317.275086,209.469497,348.588685,209.214626,270.177396,209.724367,256.939126
205.901308,272.723217,206.411049,309.383040,207.685402,346.552028,206.156178,265.085754,205.901308,247.774171
203.607472,269.922814,202.842860,303.527652,204.117213,342.224132,203.352601,262.539933,203.097731,241.409618
200.294154,266.867829,200.039283,295.381025,201.058766,339.678311,199.274671,256.175380,201.058766,231.480916
198.000318,263.558261,198.255189,294.108114,198.764930,334.586669,198.000318,251.847484,197.490577,224.352617
194.432129,262.030769,194.432129,287.234397,196.216224,331.277102,193.922388,245.482932,194.941871,214.678497
192.138294,256.939126,192.393164,285.706904,193.412647,324.657967,191.883423,238.609215,191.883423,208.059362
189.589587,254.393305,189.334717,279.087770,189.844458,318.293414,189.334717,229.698841,190.099329,197.112331
186.531140,250.319992,186.786011,279.596934,187.805493,311.674279,185.766528,223.079706,186.021399,189.729450
184.492175,245.992096,183.727563,276.287367,184.747046,305.564309,184.237304,215.696825,184.237304,180.055330
180.669115,241.155036,180.669115,272.468635,182.198339,299.454338,180.669115,208.823108,180.923986,170.635792
178.375280,235.808811,178.630150,271.704889,179.904504,292.580621,178.375280,202.458555,178.375280,161.725418
175.571703,227.916766,175.316832,267.376993,176.336315,288.252726,175.316832,195.075674,176.336315,152.560462
172.768126,222.825124,172.768126,266.867829,174.297350,282.906501,173.022997,192.784435,173.022997,142.122596
169.964549,215.696825,170.219420,262.794515,170.984032,280.869844,170.474290,186.674465,170.219420,133.466804
166.906101,209.077690,167.160972,262.539933,168.945066,273.741545,166.906101,183.874062,167.160972,123.028938
165.376878,204.495212,165.122007,259.230365,165.886619,273.741545,164.102525,180.055330,165.376878,114.373146
161.298948,196.857749,161.553818,257.702873,163.083042,270.686560,161.808689,177.000345,161.808689,105.971937
159.769724,193.293600,159.769724,254.902470,160.789206,268.904485,159.259983,173.945359,159.514853,96.043235
156.201535,187.183629,156.201535,249.810827,156.711276,266.613246,156.201535,170.381210,156.711276,87.132861
153.397958,185.401554,153.652829,249.301663,155.182052,265.849500,153.143087,168.089971,153.143087,78.731651
151.104122,180.819076,151.613864,243.446275,151.613864,264.831172,150.849252,162.998329,151.868734,70.585024
148.810287,179.546166,148.300545,239.882125,149.065157,262.539933,147.790804,159.943344,148.045675,61.674650
146.261580,176.491181,145.496969,234.281319,146.771322,262.285351,146.261580,155.106284,145.496969,55.819262
142.438521,175.472852,142.438521,227.153020,144.477486,258.721201,142.948262,149.760059,143.203133,46.654306
140.909297,174.963688,140.144685,220.788467,141.928780,258.212037,139.889815,144.922999,140.399556,39.271425
138.105720,171.144956,137.850850,213.151004,138.615462,252.611231,137.595979,138.303864,137.595979,35.961857
134.792402,169.362882,134.537531,206.786451,136.066755,249.810827,134.537531,131.939312,135.302143,27.560648
132.498566,165.798732,132.753437,200.931063,133.263178,244.210021,132.498566,125.574759,132.498566,25.523991
129.185248,161.470836,129.185248,196.603167,130.459601,241.409618,128.930378,119.719371,129.185248,13.304050
127.401154,157.906687,126.636542,192.784435,127.910895,234.026737,126.636542,113.609400,127.656024,17.631946
122.813483,153.324209,124.087836,191.511525,124.342706,229.444259,123.832965,110.299833,123.832965,5.412004
121.539129,147.468820,121.284259,183.874062,123.068353,224.098035,121.539129,102.407787,122.048871,13.304050
118.735552,141.613432,118.990423,184.128644,120.009906,217.478900,119.245294,100.116548,118.225811,1.847855
116.186846,136.776372,115.422234,180.309912,116.696587,214.169332,115.422234,94.770324,116.441717,7.448661
113.893010,130.920983,113.893010,179.800748,114.147881,206.022705,113.383269,93.751996,113.383269,-2.734623
109.560210,126.593088,110.834563,176.236598,111.854045,205.004377,110.834563,87.642025,110.834563,3.884512
108.285857,119.973953,108.030986,176.491181,110.069951,197.621495,107.776115,88.151189,109.050469,2.102437
105.737150,115.646057,105.737150,174.709106,105.737150,194.566510,105.992021,84.332458,104.972538,-1.207130
102.423832,110.808997,102.423832,173.945359,104.462797,189.474868,102.423832,83.314129,103.188444,2.611601
100.639738,108.517758,100.639738,172.927031,101.149479,186.674465,100.384867,81.022890,100.384867,-1.716295
97.071549,102.662369,96.561808,169.872046,98.345902,182.855733,97.581290,76.949577,97.326420,2.866183
95.287455,101.898623,95.287455,168.089971,95.287455,180.309912,94.522843,75.676666,94.777713,-3.752951
91.719266,97.061563,91.974136,166.053314,93.248489,178.018673,91.464395,70.075860,91.974136,-0.443384
89.170559,96.043235,89.680301,162.998329,90.954654,174.709106,89.170559,69.312113,89.935171,-4.007533
86.366982,92.479085,86.876724,159.943344,87.386465,172.927031,87.386465,64.220471,86.621853,-0.952548
84.073147,90.951592,83.563406,156.124612,85.092629,169.617464,83.563406,60.656322,84.837759,-4.007533
81.779311,89.169518,81.779311,156.124612,82.034182,166.562478,81.779311,56.328426,81.269570,-3.243787
78.975734,86.878279,78.975734,148.996313,79.740346,164.271239,78.211122,51.745948,78.720864,-1.716295
76.681899,85.859950,76.172157,148.741731,77.701381,160.452508,75.917287,47.927216,76.681899,-5.025862
73.623451,82.295801,73.878322,140.849686,73.878322,158.670433,73.623451,43.090156,73.623451,-1.970877
70.819874,81.786637,70.055262,138.303864,72.094227,155.360866,70.310133,39.016843,71.074745,-4.771280
68.016297,79.495398,68.780909,132.448476,69.545521,149.505477,68.526038,33.416036,68.271168,-4.516698
65.467591,78.477069,65.212720,128.884326,66.741944,144.922999,64.702979,29.851887,66.232203,-5.789608
63.173755,77.204159,63.428626,122.010610,64.448108,139.576775,62.918885,24.505663,62.154273,-5.789608
59.605566,73.894591,60.115308,116.664385,60.879920,132.703058,60.625049,20.177767,61.389661,-6.298772
58.586084,72.367099,57.056860,111.063579,59.095825,127.611416,57.566601,15.340707,57.311731,-6.044190
54.253283,68.802949,55.527636,105.462773,55.272766,119.464789,54.763024,11.521975,54.763024,-4.771280
52.469189,67.275457,51.704577,100.116548,53.488671,112.845654,51.704577,9.485318,52.469189,-7.062519
49.920482,61.165486,49.920482,95.279488,50.939965,104.953608,49.920482,5.412004,50.175353,-4.262116
47.116906,57.601336,46.607164,90.442428,48.136388,98.589056,45.842552,4.648258,47.116906,-6.807937
44.568199,51.745948,44.058458,86.878279,45.332811,89.678682,44.058458,1.593273,44.058458,-5.025862
41.254881,46.908888,41.764622,83.059547,42.529234,83.059547,42.274364,2.611601,42.784105,-6.807937
38.961045,40.544335,39.470787,78.731651,40.745140,76.185830,38.706175,-2.480041,38.451304,-6.298772
36.412339,34.179783,36.922080,74.658338,37.941563,69.566695,36.922080,2.102437,36.922080,-6.807937
33.863633,29.342723,33.353892,70.585024,35.137986,64.475053,32.844150,-4.262116,34.118503,-7.062519
31.314926,23.487334,32.079538,66.511710,32.334409,55.819262,31.060056,-0.443384,31.314926,-6.553355
28.001608,22.469006,28.256479,62.438396,29.785703,50.982202,28.766220,-5.280444,28.766220,-7.062519
26.727255,12.540303,25.707773,57.855919,27.491867,42.071828,25.707773,-1.716295,25.962643,-6.044190
22.904196,14.322378,23.413937,50.727620,23.923678,36.725604,23.159066,-5.025862,23.668808,-6.807937
20.610360,6.430333,20.100619,44.617649,22.139584,29.851887,20.865231,-4.771280,20.610360,-5.025862
18.571395,5.412004,18.826266,39.526007,19.336007,22.469006,18.571395,-5.025862,18.316524,-7.826265
15.512947,1.847855,14.748336,31.888544,16.532430,19.159438,14.748336,-6.044190,15.512947,-6.298772
13.473982,2.102437,12.199629,27.051484,13.728853,13.049468,14.238594,-4.771280,12.964241,-7.571683
10.160664,-3.498369,10.160664,18.141110,10.925276,9.485318,10.160664,-7.062519,10.415535,-7.062519
8.376570,-2.734623,7.357087,15.086125,9.396052,2.866183,7.611958,-5.280444,7.102217,-7.571683
4.298640,-4.516698,5.572993,8.466990,5.827864,3.375348,5.063252,-8.080847,5.827864,-7.317101
2.769416,-4.771280,1.495063,4.648258,3.788898,-0.697966,1.749933,-6.807937,2.259675,-8.335429
0.220710,-5.535026,-0.034161,-0.697966,0.220710,-1.716295,0.475580,-7.826265,-0.289032,-7.826265
-2.837738,-7.062519,-2.837738,-3.243787,-2.073126,-5.789608,-3.347479,-8.080847,-3.347479,-6.807937
-5.386444,-8.080847,-5.641315,-6.553355,-4.876703,-7.062519,-4.876703,-8.080847,-5.131574,-7.826265
-8.190021,-9.862922,-7.425409,-11.135832,-7.425409,-9.608340,-8.190021,-9.353758,-7.935150,-7.826265
-10.483857,-11.390415,-11.503339,-12.408743,-9.464374,-11.899579,-10.738727,-7.571683,-10.993598,-8.080847
-14.052046,-13.427071,-13.032563,-18.518714,-12.777692,-12.408743,-13.287434,-10.881250,-12.522822,-7.571683
-16.091011,-14.190818,-16.600752,-20.046206,-14.306916,-14.954564,-16.855623,-9.099176,-16.600752,-8.590011
-18.129976,-15.972893,-18.384846,-27.174505,-17.365364,-15.972893,-18.129976,-10.881250,-18.384846,-7.826265
-21.443294,-18.009549,-20.933553,-31.502401,-19.914070,-19.791624,-21.953035,-10.881250,-21.443294,-8.590011
-23.227388,-19.791624,-24.246871,-36.848625,-22.972518,-22.846609,-23.992000,-11.390415,-23.482259,-8.590011
-26.540706,-23.864938,-26.285836,-42.194850,-26.285836,-28.701998,-26.540706,-12.154161,-26.540706,-8.590011
-28.579672,-26.410759,-29.599154,-48.813984,-27.560189,-34.302804,-29.344283,-11.899579,-28.834542,-8.080847
-32.402731,-29.974908,-31.383248,-55.687701,-30.873507,-40.412775,-31.383248,-12.408743,-31.383248,-8.080847
-33.931955,-34.048222,-34.696567,-61.543090,-33.167343,-48.813984,-34.951437,-12.917907,-34.951437,-9.353758
-37.500144,-39.139864,-36.480661,-68.416807,-36.225790,-56.196865,-36.480661,-13.681654,-36.225790,-8.335429
-40.303720,-41.431103,-39.539109,-73.508449,-38.774497,-63.325164,-40.048850,-15.463728,-40.048850,-8.844594
-42.087815,-47.286492,-42.087815,-80.636748,-41.578074,-70.453463,-42.597556,-16.482057,-41.832944,-8.080847
-45.656004,-51.614388,-44.381651,-84.455479,-44.126780,-76.818016,-44.891392,-18.518714,-44.381651,-8.844594
-47.440098,-57.469776,-48.204710,-89.547121,-46.420616,-83.182569,-48.204710,-18.773296,-46.675486,-8.844594
-51.008287,-61.288508,-49.733934,-93.875017,-49.988804,-89.037957,-50.753416,-21.319117,-50.498546,-9.608340
-52.537511,-65.870986,-53.047252,-99.475824,-51.518028,-93.620435,-53.047252,-24.883266,-52.792381,-9.099176
-55.850829,-72.235538,-56.360570,-102.785391,-54.576476,-101.003316,-55.086217,-25.392430,-55.086217,-9.099176
-58.144665,-73.508449,-58.399535,-109.149944,-56.870311,-105.331212,-59.164147,-30.738655,-58.654406,-9.353758
-60.438500,-80.636748,-61.457983,-113.732422,-60.183630,-113.223257,-60.438500,-32.520729,-60.183630,-9.608340
-64.006689,-82.164240,-62.987207,-119.333228,-62.222595,-117.805735,-63.751818,-38.885282,-63.751818,-9.608340
-65.790783,-87.765047,-66.810266,-127.479855,-65.281042,-126.461527,-66.300525,-41.685685,-65.790783,-9.862922
-69.104102,-89.292539,-68.084619,-132.062333,-67.320007,-132.571498,-68.339490,-47.286492,-68.084619,-10.881250
-70.633325,-92.602107,-71.397937,-141.991036,-69.613843,-139.445215,-71.907679,-51.105223,-71.143067,-11.390415
-74.201514,-95.657092,-73.946644,-144.282275,-73.436902,-145.809767,-73.691773,-57.469776,-73.946644,-10.117504
-76.495350,-95.657092,-76.495350,-154.720141,-75.475867,-150.646827,-77.005091,-61.033925,-76.240479,-12.154161
-79.298927,-99.221242,-79.553797,-157.265962,-78.789186,-159.302619,-78.789186,-68.925971,-78.279444,-10.372086
-82.102504,-97.948331,-81.337892,-167.449246,-81.083021,-161.084694,-82.102504,-71.980956,-82.612245,-12.154161
-83.886598,-101.767063,-84.906081,-166.685500,-83.886598,-170.758814,-84.906081,-74.781359,-83.886598,-9.099176
-87.709658,-102.530809,-86.945046,-172.031724,-85.925563,-171.522560,-86.945046,-82.927987,-87.199916,-12.663325
-89.493752,-104.822048,-90.258364,-174.068381,-88.984011,-178.141695,-90.258364,-84.455479,-89.493752,-12.917907
-92.807070,-108.640780,-92.552200,-175.341292,-91.787588,-179.669187,-92.297329,-85.473808,-92.552200,-12.154161
-95.355776,-108.131615,-95.355776,-180.942098,-93.316811,-185.015412,-95.610647,-90.310868,-94.846035,-13.427071
-97.649612,-114.750750,-97.904483,-179.669187,-96.885000,-188.070397,-97.394742,-90.565450,-97.649612,-12.408743
-100.198318,-116.023661,-100.453189,-185.015412,-99.688577,-191.379964,-99.943448,-93.620435,-100.198318,-14.954564
-102.492154,-121.879049,-103.511637,-184.251665,-102.237283,-196.471607,-103.001895,-94.638764,-102.747025,-13.427071
-106.315214,-123.915706,-105.550602,-188.324979,-104.531119,-198.253681,-106.060343,-97.948331,-105.040860,-15.972893
-107.589567,-131.044005,-108.609049,-189.852472,-107.079825,-204.872816,-108.354179,-99.475824,-107.844437,-12.917907
-111.667497,-133.589826,-110.138273,-191.379964,-110.393144,-207.418637,-110.393144,-101.257898,-110.902885,-18.009549
-112.941850,-139.190632,-113.961332,-194.180368,-111.922367,-214.801518,-114.216203,-104.567466,-112.686979,-15.463728
-116.255168,-144.282275,-116.000297,-194.434950,-116.000297,-217.856504,-116.000297,-104.567466,-116.510039,-19.791624
-118.803874,-149.628499,-118.803874,-198.762845,-117.274651,-225.748549,-119.058745,-109.659108,-118.039263,-18.773296
-122.117193,-154.210977,-121.352581,-197.235353,-120.333098,-230.076445,-121.607451,-108.386197,-121.352581,-20.809953
-124.411028,-159.557201,-124.156158,-204.363652,-123.136675,-236.950162,-123.901287,-113.223257,-123.901287,-21.573699
-126.959735,-163.885097,-127.214605,-204.109070,-125.685381,-241.278057,-126.704864,-114.241586,-125.685381,-23.864938
-129.763311,-167.703828,-129.253570,-208.182383,-128.234088,-246.878864,-129.508441,-120.860721,-129.508441,-24.883266
-131.292535,-172.795471,-132.312018,-212.510279,-130.273053,-251.206760,-132.821759,-123.406542,-131.292535,-25.647013
-134.860724,-175.341292,-134.605853,-215.310682,-134.096112,-254.007163,-133.841242,-127.989020,-134.605853,-27.429087
-136.644818,-180.432934,-137.409430,-220.656907,-135.370465,-260.371715,-137.409430,-134.098990,-136.389948,-32.266147
-139.958137,-181.196680,-139.448395,-226.257713,-139.193525,-262.153790,-139.448395,-140.208961,-140.722749,-35.321133
-142.251972,-185.524576,-142.506843,-232.876848,-140.977619,-266.736268,-143.016584,-146.573514,-141.742231,-43.976924
-144.800679,-187.561233,-145.820161,-238.477654,-143.526325,-269.282089,-145.055549,-152.938066,-145.055549,-49.068566
-147.094514,-190.361636,-147.349385,-245.605953,-146.839644,-273.355403,-147.859126,-160.575529,-147.604256,-59.506433
-150.407832,-193.162039,-150.662703,-249.933849,-148.878609,-275.137478,-150.917574,-165.158007,-150.407832,-65.107239
-153.466280,-194.944114,-152.701668,-259.353387,-151.937056,-277.937881,-152.446798,-173.304635,-152.446798,-76.054270
-154.740633,-196.217024,-154.995504,-260.117133,-154.740633,-279.719956,-156.014986,-175.850456,-155.760116,-82.673405
-158.563693,-197.489935,-157.799081,-269.536671,-157.034469,-279.719956,-158.053951,-180.687516,-158.308822,-93.875017
-160.347787,-200.544920,-161.112399,-268.772925,-159.073434,-283.284105,-160.857528,-182.978755,-159.838046,-100.239570
-163.661105,-204.109070,-162.896493,-274.628313,-162.641623,-283.284105,-163.406235,-187.052069,-163.915976,-109.404526
-165.954941,-207.418637,-165.445200,-275.646642,-164.935458,-286.339090,-166.209812,-190.107054,-165.190329,-117.805735
-169.013388,-213.783190,-169.013388,-278.956209,-167.739035,-287.612001,-168.758518,-190.870800,-168.248777,-124.934034
-171.052353,-217.601921,-171.307224,-280.992866,-170.032871,-292.449061,-171.307224,-195.453278,-171.307224,-134.862737
-173.601060,-226.003131,-174.110801,-280.738284,-173.091319,-292.194479,-174.365672,-197.489935,-173.346189,-145.046021
-177.169249,-231.349355,-176.149766,-282.774941,-175.640025,-294.485718,-176.659507,-202.581577,-176.149766,-151.410574
-178.698472,-238.986818,-179.717955,-284.047851,-177.678990,-299.577360,-179.717955,-204.618234,-179.208214,-161.339276
-182.011791,-247.133446,-181.502049,-285.575344,-181.247179,-302.886927,-181.247179,-210.982787,-181.502049,-169.231321
-184.305626,-251.970506,-185.070238,-288.884911,-183.031273,-308.233152,-184.305626,-215.819847,-183.286144,-178.905441
-187.364074,-259.607969,-187.364074,-291.685315,-186.344591,-313.579376,-186.344591,-220.147742,-187.873815,-187.306651
-189.657909,-262.662954,-189.403039,-295.504046,-188.383556,-320.707675,-189.912780,-228.039788,-188.893298,-196.217024
-192.461486,-268.518343,-191.696874,-300.341106,-191.442004,-326.563063,-192.461486,-232.622266,-192.206616,-203.854488
-194.500451,-270.300418,-194.755322,-305.941913,-193.735840,-333.945944,-194.755322,-241.023475,-194.755322,-212.001115
-196.539416,-273.100821,-197.558899,-308.996898,-197.049158,-339.292169,-197.813770,-245.860535,-197.558899,-221.675235
-200.617347,-277.428717,-199.342993,-315.616033,-199.342993,-347.438796,-200.107605,-253.752581,-199.088123,-228.039788
-202.146570,-279.465373,-202.911182,-319.943929,-201.636829,-352.785020,-202.656312,-259.353387,-202.656312,-236.950162
-205.714759,-282.774941,-204.950147,-326.563063,-203.930665,-359.149573,-205.205018,-266.481686,-204.950147,-244.078461
