0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y
192.648035,200.931063,191.628553,204.240630,190.863941,218.497228,191.628553,223.588870,192.138294,245.482932,191.118811,305.055145,192.902906,423.435824,191.883423,381.938941
195.961353,210.859765,194.177259,210.605183,193.922388,224.098035,192.902906,231.735498,194.177259,252.865813,192.648035,312.947190,196.471094,429.545795,193.157776,387.539747
198.255189,217.224318,196.725965,219.260975,196.216224,233.517573,195.961353,239.627543,197.745448,260.503276,196.216224,317.275086,197.745448,435.401184,196.980836,392.885972
200.803895,225.116363,199.529542,226.389274,198.255189,239.882125,198.000318,246.755842,198.764930,266.358664,199.019801,323.639638,201.058766,441.001990,198.510060,396.704703
203.097731,233.008408,201.058766,233.517573,201.058766,247.010424,200.803895,254.647887,201.568507,274.250710,201.313636,328.222116,203.607472,447.366543,201.313636,403.323838
206.156178,240.136707,203.862343,241.664200,204.372084,253.884141,203.097731,261.267022,205.136696,279.851516,203.862343,334.332087,204.881825,450.676110,203.097731,407.397152
208.195143,248.028753,207.430532,248.283335,205.646437,260.757858,206.665920,268.140739,206.411049,286.470651,205.901308,340.696640,208.704885,458.568155,207.175661,414.016287
210.743850,254.647887,208.959755,255.666216,209.469497,268.649903,208.959755,274.505292,209.724367,294.108114,208.195143,345.279118,210.234108,462.641469,208.704885,417.835018
212.782815,263.558261,212.018203,263.049097,210.998720,274.250710,210.998720,282.651919,212.018203,298.690592,211.763332,352.916581,213.292556,471.042679,211.508462,424.963317
216.605874,268.649903,214.057168,270.941142,213.292556,282.906501,213.292556,287.488979,214.057168,306.582637,214.057168,356.735312,215.841262,475.115992,214.312039,429.036631
218.135098,277.560277,216.605874,278.069441,215.841262,288.761890,215.076650,296.144771,217.370486,312.183444,215.841262,363.609029,218.389969,482.498873,216.351004,435.910348
220.683804,284.179412,219.664322,284.688576,219.664322,296.144771,218.644839,301.745577,219.664322,318.293414,218.899710,368.191507,220.683804,486.826769,219.409451,439.474497
223.232511,291.053129,220.683804,291.562293,221.193546,302.509324,221.703287,309.383040,221.448416,325.167131,220.683804,374.810642,222.722769,493.955068,221.958157,446.093632
225.526346,298.181428,224.251993,299.454338,224.251993,310.655951,223.742252,314.220101,225.271476,332.804594,223.232511,380.411448,226.800699,499.046710,224.251993,451.185274
229.094535,305.818891,226.545829,305.564309,226.545829,316.002175,225.271476,323.130474,227.310441,337.641654,227.055570,386.266837,228.584794,504.647517,226.036088,455.258588
231.133500,311.165115,228.584794,312.692608,228.839664,322.621310,228.584794,329.495027,229.859147,345.533700,229.094535,390.594733,230.878629,512.030398,229.604276,461.623141
232.662724,319.057161,232.662724,319.566325,231.388371,329.749609,231.388371,336.877908,232.662724,351.389088,231.133500,395.940957,233.682206,515.594547,231.133500,466.205618
235.976042,324.912549,233.937077,325.421713,234.191948,335.350415,234.191948,341.460386,234.446818,356.226148,233.682206,402.814674,236.230913,523.741175,234.956560,474.097664
239.034490,332.550012,236.740654,333.313759,237.505266,342.478714,237.250395,347.315774,237.250395,364.372776,236.740654,406.887988,238.779619,528.323653,236.740654,476.898067
241.328325,339.169147,239.544231,338.659983,238.269878,348.588685,239.034490,354.189491,239.799102,367.936925,238.779619,414.270869,240.818584,535.451952,239.289360,484.280948
242.857549,345.533700,241.838067,346.042864,242.092937,356.480730,240.818584,360.299462,242.092937,375.828970,241.583196,417.580436,244.386773,541.052758,241.838067,489.372590
246.170867,352.407417,244.641643,352.152834,244.131902,360.299462,243.877032,367.936925,245.915997,380.411448,244.131902,424.708735,246.170867,547.162729,244.896514,495.737143
248.464703,358.008223,246.935479,358.517387,246.680609,368.955254,247.190350,372.010239,247.445220,387.794329,245.915997,429.291213,249.484185,553.272699,247.190350,500.319621
251.013409,365.391104,249.739056,365.391104,249.229315,373.537731,248.464703,379.138538,250.248797,393.395136,249.229315,436.419512,251.013409,558.618923,248.974444,506.429591
254.581598,371.246493,252.542633,369.973582,252.032892,381.938941,250.758539,384.739344,252.797504,400.523435,252.542633,440.492826,253.307245,565.492640,253.052374,511.775816
256.110822,377.356463,253.816986,377.865627,254.071857,385.757673,253.307245,391.867643,254.326727,405.105913,254.071857,445.584468,257.130304,570.329700,254.581598,515.594547
258.659528,384.739344,257.894916,383.721016,256.620563,392.885972,256.365692,397.723032,258.149787,411.725048,255.855951,451.949020,258.404657,577.203417,257.385175,523.741175
261.463105,389.576404,259.424140,389.576404,259.933881,399.505106,259.679011,404.342166,260.188752,417.071272,259.679011,456.022334,261.208234,582.804224,259.424140,527.559906
264.011811,397.468450,261.972846,396.959285,261.208234,403.833002,261.972846,409.433809,262.227717,422.926660,262.227717,462.386887,264.011811,589.168776,262.482588,534.179041
266.560518,403.069256,265.286164,403.578420,264.521553,411.470465,263.502070,416.052943,265.795906,428.782049,264.521553,466.714783,266.305647,594.769583,264.521553,538.761519
268.089741,409.433809,266.815388,408.415480,266.815388,416.562108,266.815388,421.144586,267.325130,434.128273,267.070259,473.079335,269.364095,601.643300,267.325130,545.889818
271.148189,415.289197,269.618965,416.052943,268.599483,423.944989,269.873836,426.490810,270.128706,441.765736,269.109224,477.916395,271.148189,606.480360,270.128706,549.708550
274.206637,421.144586,272.422542,419.871675,271.912801,428.527467,271.403060,433.364527,272.932283,445.329886,271.657930,484.535530,274.461507,612.844912,272.167671,557.091431
276.245602,427.509138,274.716378,428.272885,274.716378,436.164930,273.442025,439.219915,274.461507,453.221931,275.226119,489.118008,276.245602,618.445719,274.971248,561.419327
279.558920,433.619109,277.774825,432.855362,277.010213,439.983661,276.500472,445.329886,277.519955,457.549827,277.265084,494.209650,279.304049,625.574018,277.010213,566.510969
281.343014,438.965333,279.304049,438.965333,278.794308,447.111960,279.049178,450.676110,280.578402,463.914380,278.539437,499.810457,282.362497,630.665660,280.068661,572.620939
284.146591,445.584468,282.107626,445.329886,282.617367,452.458185,281.597885,457.295245,282.872238,469.260604,282.107626,505.156681,283.127109,634.993556,281.852755,577.203417
286.440427,451.185274,284.401462,450.166946,283.636850,457.804409,284.401462,462.386887,285.166074,474.606828,284.911203,510.502905,286.440427,642.885601,284.656332,584.840880
287.969651,456.531498,287.969651,456.786081,287.205039,463.659797,285.930685,468.496857,287.205039,480.207634,286.950168,513.303308,288.734262,646.958915,286.695297,588.405030
292.047581,463.150633,290.008616,462.132305,289.244004,468.242275,289.244004,474.097664,290.518357,484.535530,288.734262,520.940772,291.282969,655.105542,289.753745,595.024165
293.831675,467.987693,291.537839,467.733111,291.537839,476.134321,292.302451,478.425560,292.302451,491.154665,292.047581,525.523249,294.596287,659.688020,292.302451,599.097478
295.870640,476.134321,294.851158,474.097664,294.341416,480.716799,294.086546,484.535530,295.106028,496.755471,294.851158,531.378638,295.615769,666.816319,293.576804,606.225777
298.419346,479.953052,296.890123,479.698470,296.635252,486.826769,295.870640,490.645501,297.909605,502.356278,296.890123,534.942787,298.929088,672.417125,297.909605,610.808255
301.222923,486.317605,298.674217,485.553859,299.438829,491.663829,299.438829,496.246307,299.438829,507.193338,298.674217,542.071086,301.222923,677.508767,299.183958,616.409062
299.693699,486.317605,301.732665,491.663829,300.713182,498.537546,301.477794,500.574203,300.458311,514.576219,300.713182,547.162729,299.183958,678.781678,301.477794,621.755286
295.360899,479.953052,297.654734,486.572187,298.929088,495.737143,297.654734,500.065039,297.654734,507.193338,298.674217,545.126072,295.870640,669.871304,297.399864,616.918226
292.812192,472.315589,294.596287,480.716799,295.106028,487.590515,295.360899,493.191322,293.321934,500.319621,295.106028,536.979444,292.302451,663.506752,294.851158,611.317420
289.244004,464.932708,292.047581,472.824753,291.792710,482.244291,292.047581,486.063023,291.282969,493.955068,291.028098,531.378638,290.263486,654.596378,291.282969,602.661628
286.185556,457.549827,288.479392,465.441872,289.244004,473.588500,289.498874,477.916395,287.969651,485.553859,288.734262,525.777832,285.930685,649.250154,288.479392,598.079150
284.401462,450.421528,285.675815,459.077319,285.675815,467.223947,285.420944,471.806425,284.401462,480.207634,286.695297,516.867458,283.381979,640.339780,285.930685,589.932523
280.323532,443.802393,282.872238,451.185274,283.381979,460.095648,282.872238,465.696454,281.597885,472.061007,282.617367,512.030398,280.578402,634.229809,281.597885,584.840880
277.265084,436.674094,279.558920,445.075304,279.558920,454.240259,280.068661,457.295245,278.794308,466.714783,279.304049,505.156681,277.519955,627.356092,279.813790,577.457999
274.461507,429.291213,277.010213,436.928676,277.010213,446.093632,277.010213,451.185274,276.245602,458.568155,277.010213,499.301292,274.971248,620.991540,276.245602,571.348029
271.657930,421.908332,273.187154,430.309541,273.696895,439.729079,273.187154,443.802393,272.932283,452.458185,274.206637,491.663829,271.403060,612.335748,273.442025,565.492640
269.109224,414.525451,270.383577,423.690407,270.893318,433.109945,270.383577,438.201587,270.383577,446.857378,270.893318,487.081351,269.109224,606.480360,270.893318,557.600595
265.795906,405.615077,267.580000,415.034615,268.344612,425.472481,268.854353,430.309541,267.834871,439.729079,267.834871,479.953052,265.541035,599.097478,268.089741,552.254371
262.227717,400.523435,264.521553,408.415480,264.776423,418.853347,264.776423,423.181242,263.502070,432.855362,264.776423,474.352246,262.992329,591.460015,265.031294,543.089415
260.698493,391.867643,261.972846,402.050927,262.992329,411.215883,261.208234,416.307525,261.208234,426.745392,262.227717,468.496857,259.933881,584.840880,261.208234,538.761519
256.875434,385.248508,258.404657,394.413464,258.659528,404.596749,259.679011,410.197555,258.659528,418.344182,259.169269,461.623141,256.620563,577.457999,259.424140,531.378638
254.581598,377.611045,256.365692,387.285165,256.365692,396.704703,256.875434,402.050927,255.091339,411.725048,255.346210,456.022334,254.581598,571.602611,255.601081,525.523249
251.013409,370.737328,253.307245,380.156866,253.816986,390.085568,253.562116,394.922628,253.052374,405.615077,253.562116,448.130289,251.013409,562.692237,252.797504,518.649533
247.954962,364.627358,249.484185,373.028567,250.503668,383.211852,250.248797,388.558076,249.739056,397.723032,250.758539,443.293229,248.209832,558.873506,250.503668,512.539562
245.151385,355.462402,247.954962,366.664015,246.935479,376.083553,247.954962,380.666030,246.680609,392.376807,247.190350,436.164930,245.661126,550.217714,247.445220,506.175009
242.092937,349.352431,244.386773,357.753641,244.641643,369.209836,244.386773,374.301478,243.622161,383.975598,244.386773,431.327870,242.602678,544.107743,244.386773,499.810457
240.308843,342.478714,241.328325,352.152834,242.602678,361.826955,241.583196,367.936925,240.563713,378.629374,242.347808,423.690407,239.799102,537.488609,241.583196,494.464232
237.250395,332.804594,238.524748,343.751625,238.015007,354.189491,239.289360,360.299462,238.779619,370.991910,238.779619,418.598764,236.995525,530.360310,239.289360,487.081351
233.427336,327.203788,235.466301,336.877908,236.740654,347.570357,236.485783,352.407417,235.211430,364.627358,235.466301,412.234212,234.191948,523.995757,234.956560,481.225963
231.388371,318.547996,233.682206,328.476699,232.917595,338.914565,232.407853,347.061192,232.662724,357.753641,233.682206,405.869659,231.133500,515.339965,232.917595,474.097664
228.584794,311.674279,229.604276,321.093817,230.623759,333.313759,230.623759,339.423729,229.604276,350.370760,230.878629,399.250524,228.075053,511.012069,229.859147,469.006022
225.526346,303.273070,227.565311,313.965518,227.820182,325.167131,227.820182,332.295430,226.290958,344.006207,227.055570,392.122225,226.036088,502.610860,226.545829,462.386887
221.958157,296.908517,224.506864,305.309727,225.271476,318.038832,224.506864,324.148803,224.506864,335.604998,224.506864,387.794329,222.213028,497.264636,225.016605,456.531498
220.174063,287.488979,221.193546,299.454338,222.467899,310.655951,221.703287,317.020504,221.193546,328.985863,222.213028,379.647702,219.919192,490.645501,220.938675,449.403199
217.370486,280.615262,219.919192,289.780218,218.899710,303.273070,218.389969,309.892205,218.389969,321.857564,218.389969,374.301478,217.370486,483.771784,218.135098,444.566139
213.802297,271.704889,215.586392,283.161083,217.370486,295.635607,217.115615,300.727249,216.096133,314.983847,215.841262,367.427761,213.547427,477.407231,215.331521,437.692422
212.273074,264.831172,213.292556,274.759874,212.782815,287.743561,213.292556,294.617278,212.273074,307.855548,214.312039,362.845283,211.508462,470.788096,213.037685,433.109945
207.940273,255.157052,210.743850,266.104082,210.488979,281.124427,210.488979,287.488979,210.234108,301.745577,210.488979,354.953238,208.450014,463.914380,210.234108,426.490810
205.901308,247.774171,207.175661,258.212037,208.195143,272.214053,208.450014,279.851516,207.430532,292.326039,207.175661,349.861596,205.391567,458.313573,207.430532,420.635421
203.097731,238.863797,205.136696,250.829156,205.136696,265.085754,205.136696,270.941142,204.372084,287.234397,204.881825,343.751625,203.862343,452.203603,205.391567,414.780033
200.549025,231.226334,202.333119,241.918782,202.842860,256.939126,202.842860,264.831172,202.078248,279.087770,202.587990,337.387072,199.784413,443.293229,201.058766,408.415480
197.745448,222.315960,199.529542,234.790483,199.274671,248.792499,199.784413,256.684544,198.510060,271.195724,199.529542,330.004191,197.490577,439.729079,199.784413,403.833002
194.432129,213.914750,196.725965,225.880109,197.490577,241.664200,197.235706,248.283335,195.706483,264.067425,196.216224,324.148803,193.922388,431.073288,196.216224,396.450121
191.883423,206.786451,193.667518,217.478900,193.157776,232.499244,193.157776,240.900454,192.902906,254.902470,194.177259,318.038832,191.628553,426.490810,193.412647,392.631390
188.824976,195.839421,191.883423,209.077690,191.883423,225.880109,191.373682,232.244662,190.099329,248.537917,190.863941,310.146787,188.824976,418.853347,190.609070,385.503091
185.766528,189.729450,187.550622,200.931063,188.824976,215.442243,188.570105,224.607199,188.060364,240.136707,187.805493,305.309727,186.276269,414.016287,187.805493,380.156866
184.237304,178.782419,185.766528,192.529853,185.511657,209.586854,185.001916,216.715153,185.001916,233.008408,185.256787,296.908517,183.982434,406.633405,185.256787,374.556060
180.669115,170.381210,182.708080,182.346569,182.962951,199.658152,182.962951,210.096019,182.453210,225.116363,182.708080,292.580621,180.159374,401.287181,182.198339,368.955254
178.375280,160.961672,179.394762,174.454524,180.669115,192.275271,179.904504,199.148988,180.159374,218.242646,179.649633,284.688576,177.865539,394.922628,180.414245,363.354447
175.316832,151.032970,177.610668,164.780404,177.865539,182.601151,177.100927,192.529853,175.826573,209.077690,177.100927,279.851516,175.571703,387.285165,176.846056,356.226148
172.513255,141.868014,174.552220,155.615448,173.532738,174.454524,174.552220,184.383226,173.787608,202.458555,174.297350,272.214053,171.493773,382.702687,174.297350,352.661999
170.729161,131.684730,171.493773,146.705074,173.022997,165.544150,171.748643,174.963688,170.984032,193.293600,171.493773,266.104082,170.219420,374.810642,172.003514,344.515371
166.651231,122.265192,168.945066,138.049282,168.945066,156.124612,168.690196,165.544150,167.925584,184.637808,168.945066,259.739530,166.396360,369.973582,168.435325,340.442058
163.847654,113.609400,165.631748,126.593088,166.396360,147.723402,166.141490,157.652105,166.396360,176.236598,166.906101,251.083738,164.612266,362.336119,166.651231,334.077505
161.808689,104.699026,163.337913,118.701042,164.102525,139.067611,163.847654,147.723402,162.318430,167.580807,163.592783,245.482932,161.298948,357.499059,163.337913,329.749609
159.259983,93.497414,160.024594,109.536086,159.769724,129.138909,161.298948,138.813029,160.024594,160.197926,160.789206,238.354633,159.005112,351.389088,161.298948,322.621310
156.201535,88.151189,158.240500,100.625713,158.750241,121.246863,158.240500,130.411819,157.475888,150.778388,158.240500,232.753826,156.966147,344.260789,156.966147,317.529668
153.143087,75.167502,155.182052,92.733667,155.182052,109.281504,155.691794,121.756027,154.672311,143.395507,155.691794,224.861781,152.378476,338.659983,155.946664,312.438026
150.849252,72.621681,152.378476,81.277472,152.633346,103.171534,153.143087,111.318161,152.378476,134.485133,152.378476,219.260975,151.104122,333.059176,152.633346,306.073473
147.790804,57.855919,150.594381,77.713323,150.084640,90.951592,149.829769,105.208191,149.065157,125.574759,150.339511,211.878093,147.535934,326.185460,149.574899,301.490995
145.496969,54.800933,147.026192,64.475053,148.045675,87.896607,147.535934,94.006578,147.281063,118.446460,147.281063,204.495212,145.242098,320.075489,147.026192,293.598950
143.458004,42.071828,144.477486,62.692979,144.732357,74.403756,144.987227,87.387443,143.458004,106.990265,144.477486,198.130660,142.948262,313.965518,143.712874,289.525636
139.380073,42.326410,142.438521,47.163470,141.673909,69.057531,141.928780,77.204159,141.164168,100.880295,141.673909,190.493196,139.380073,307.091802,142.183650,282.906501
137.595979,29.851887,138.360591,46.145142,140.399556,59.892575,139.889815,70.839606,139.125203,90.442428,140.144685,183.364897,137.341108,302.254741,138.615462,278.578605
134.792402,26.287737,136.831367,34.179783,136.321626,52.255112,136.831367,60.656322,135.302143,82.295801,135.811885,175.727434,134.027790,295.381025,136.576497,272.468635
131.988825,21.450677,133.263178,33.416036,134.282661,44.617649,134.537531,55.310097,133.772920,73.130845,134.282661,168.853717,131.733955,291.053129,133.008308,266.867829
129.185248,15.595289,130.714472,27.560648,131.988825,35.961857,131.479084,46.654306,130.459601,63.456725,131.224213,160.707090,129.185248,282.906501,131.224213,262.030769
126.126801,14.322378,127.910895,20.941513,128.420636,29.851887,128.930378,38.507678,127.146283,60.147158,128.675507,154.851701,126.381671,277.814859,128.165766,255.666216
124.087836,9.485318,125.362189,16.613617,125.362189,22.469006,126.126801,32.143126,124.597577,46.145142,126.381671,146.195910,124.597577,271.704889,124.852448,251.083738
121.029388,12.285721,123.323224,11.521975,122.813483,19.668602,123.832965,25.014827,122.048871,44.872231,123.832965,139.322193,119.755035,265.594918,123.323224,244.210021
118.735552,4.393676,120.009906,11.012811,121.029388,14.576960,120.519647,19.923185,120.519647,29.088140,120.009906,131.175565,118.480682,259.994112,119.755035,239.627543
116.186846,7.194079,117.970941,6.939497,117.206329,10.503647,117.206329,15.340707,116.951458,28.324394,117.716070,124.556431,115.931976,251.592902,117.206329,232.753826
112.363787,0.574944,115.167364,4.139094,115.931976,9.994482,115.677105,12.540303,114.402752,19.159438,115.167364,115.900639,113.128399,248.283335,115.167364,228.171348
110.834563,4.139094,111.344304,2.102437,112.873528,6.430333,112.873528,6.939497,111.854045,21.705259,112.108916,106.990265,110.834563,240.136707,112.363787,221.297631
107.266374,-0.188802,110.324822,2.357019,109.305339,8.721572,109.560210,6.684915,108.540727,13.304050,109.560210,99.607384,107.521245,235.554229,109.560210,216.715153
105.227409,2.357019,106.756633,1.847855,107.266374,4.139094,107.521245,7.957826,107.266374,14.576960,107.266374,92.733667,105.482280,229.189677,106.246892,211.114347
102.168962,0.320362,104.462797,1.338691,104.717668,4.393676,104.207927,3.120766,103.188444,9.485318,103.953056,82.804965,102.423832,223.334288,104.972538,205.768123
100.129996,0.574944,101.659220,2.357019,101.914091,0.574944,101.914091,6.175751,100.894608,9.485318,101.404350,76.949577,99.875126,216.715153,100.639738,199.658152
97.581290,-0.188802,98.345902,-1.461712,98.600773,3.120766,99.620255,-0.952548,98.600773,6.175751,99.110514,65.493382,97.071549,211.114347,98.600773,195.330256
94.522843,-1.970877,96.561808,1.593273,97.071549,0.829527,96.052066,3.375348,95.287455,5.412004,96.561808,62.183814,93.758231,205.004377,96.052066,188.711122
92.229007,-0.952548,93.248489,-3.243787,93.758231,-0.188802,93.503360,0.065780,92.993619,2.611601,94.013101,51.236784,92.483878,197.876078,93.503360,182.346569
88.915689,-4.007533,90.699783,0.065780,90.954654,0.065780,91.719266,1.847855,89.935171,2.611601,90.954654,46.908888,88.915689,193.039017,91.719266,177.509509
86.621853,-1.716295,88.405948,-3.752951,88.915689,-1.970877,88.660818,-2.734623,87.641336,1.847855,88.915689,37.743932,86.112112,186.419883,87.896206,170.890374
84.073147,-4.262116,85.347500,-1.207130,85.857241,0.574944,85.857241,-0.697966,84.582888,0.829527,86.112112,33.670618,83.818276,180.819076,86.876724,166.817060
80.759829,-3.752951,83.053664,-4.007533,83.563406,-3.243787,83.308535,-0.188802,81.779311,-1.461712,82.798794,28.069812,81.014699,173.945359,83.053664,160.197926
78.975734,-3.498369,78.975734,-2.989205,80.504958,-2.225459,80.504958,-2.734623,80.250087,0.829527,80.504958,25.269409,78.975734,169.108299,80.504958,156.633776
75.407545,-5.025862,78.211122,-2.225459,78.720864,-5.025862,78.211122,-0.952548,76.681899,-2.734623,78.720864,19.414020,75.152675,162.234583,77.446510,148.487149
72.858839,-1.461712,74.897804,-4.771280,74.642934,-1.461712,75.662416,-4.771280,74.897804,0.574944,74.388063,14.831542,72.349098,157.906687,74.642934,144.922999
70.565003,-6.044190,72.858839,-1.461712,73.113710,-4.771280,72.094227,-2.989205,72.094227,-3.498369,72.603968,13.558632,70.565003,150.014641,72.858839,138.558447
68.016297,-2.989205,69.545521,-6.044190,70.055262,-4.771280,70.310133,-4.771280,69.290650,-1.207130,70.055262,7.194079,67.761427,145.686746,69.035780,133.212222
65.467591,-6.044190,67.506556,-2.480041,67.251685,-4.007533,67.251685,-1.716295,67.251685,-3.498369,66.487073,11.521975,65.467591,139.067611,67.506556,127.356834
62.409143,-4.007533,64.957850,-6.044190,64.957850,-4.262116,64.193238,-5.025862,63.683496,-3.498369,64.193238,4.648258,62.154273,131.684730,63.428626,120.483117
60.370178,-6.298772,61.389661,-3.243787,61.644531,-6.044190,62.409143,-1.970877,61.389661,-2.989205,62.154273,5.412004,60.625049,127.102252,61.644531,117.173550
57.311731,-5.535026,59.860437,-7.062519,59.350696,-4.771280,59.350696,-6.553355,58.586084,-5.535026,58.840954,1.593273,57.056860,118.955624,58.586084,108.263176
54.508154,-5.789608,56.292248,-5.535026,57.311731,-6.298772,57.056860,-3.243787,55.272766,-4.262116,56.801989,3.375348,54.508154,115.391475,56.292248,105.208191
52.724059,-7.062519,54.253283,-6.044190,53.743542,-5.025862,54.763024,-5.789608,53.488671,-4.262116,53.998413,0.574944,52.469189,107.499429,54.253283,98.334474
48.901000,-4.771280,51.194836,-5.789608,51.194836,-4.516698,51.194836,-5.025862,50.430224,-3.498369,50.939965,1.338691,48.646129,102.662369,50.430224,93.242831
47.116906,-6.807937,47.881517,-6.044190,49.155871,-5.535026,48.901000,-4.771280,49.155871,-6.298772,49.155871,-0.697966,47.116906,96.552399,49.155871,87.387443
43.803587,-4.262116,46.352294,-5.789608,46.097423,-5.280444,46.607164,-6.298772,45.077940,-3.498369,46.097423,-0.188802,43.548717,90.697010,45.587682,82.041219
41.509752,-6.807937,43.038975,-5.535026,43.038975,-5.789608,43.038975,-5.535026,42.529234,-4.516698,43.293846,-1.207130,41.509752,85.605368,43.038975,76.694994
38.961045,-6.044190,40.745140,-6.553355,41.509752,-4.771280,41.509752,-5.280444,40.490269,-5.280444,41.254881,-1.461712,38.706175,78.731651,41.000010,69.312113
35.902598,-7.317101,37.941563,-5.789608,38.196433,-6.807937,38.451304,-7.317101,36.667210,-6.298772,37.941563,-2.734623,36.412339,73.894591,37.941563,63.965889
33.353892,-5.535026,35.902598,-6.807937,35.902598,-5.535026,35.902598,-6.044190,35.137986,-5.025862,35.137986,-1.716295,33.608762,65.747964,35.392857,57.092172
30.550315,-8.335429,33.608762,-6.553355,33.099021,-6.807937,33.099021,-6.298772,32.334409,-6.553355,32.844150,-4.771280,30.040573,62.438396,32.589280,53.273441
29.021091,-6.553355,29.530832,-7.062519,30.550315,-6.044190,30.040573,-6.807937,29.275961,-5.025862,30.040573,-4.007533,29.021091,55.310097,30.295444,46.145142
