0	374
32	1038
64	604
96	378
128	261
160	186
192	139
224	113
256	105
288	80
320	78
352	94
384	58
416	64
448	57
480	61
512	61
544	60
576	48
608	59
640	71
672	57
704	68
736	56
768	70
800	81
832	72
864	79
896	74
928	74
960	72
992	84
1024	79
1056	93
1088	88
1120	82
1152	91
1184	112
1216	112
1248	98
1280	114
1312	106
1344	125
1376	139
1408	118
1440	141
1472	115
1504	125
1536	100
1568	131
1600	117
1632	109
1664	147
1696	139
1728	147
1760	129
1792	131
1824	147
1856	133
1888	136
1920	149
1952	124
1984	140
2016	148
2048	134
2080	126
2112	121
2144	126
2176	130
2208	121
2240	131
2272	121
2304	105
2336	126
2368	134
2400	109
2432	111
2464	105
2496	122
2528	88
2560	103
2592	111
2624	101
2656	88
2688	86
2720	89
2752	88
2784	96
2816	99
2848	76
2880	82
2912	75
2944	79
2976	86
3008	65
3040	63
3072	62
3104	56
3136	70
3168	68
3200	68
3232	46
3264	73
3296	73
3328	71
3360	55
3392	46
3424	29
3456	49
3488	36
3520	44
3552	47
3584	42
3616	48
3648	33
3680	37
3712	33
3744	44
3776	41
3808	36
3840	38
3872	28
3904	35
3936	26
3968	23
4000	28
4032	22
4064	22
4096	26
4128	22
4160	21
4192	18
4224	17
4256	20
4288	19
4320	17
4352	19
4384	13
4416	14
4448	21
4480	8
4512	8
4544	11
4576	7
4608	10
4640	11
4672	11
4704	7
4736	9
4768	9
4800	7
4832	13
4864	7
4896	10
4928	5
4960	4
4992	7
5024	5
5056	6
5088	5
5120	3
5152	3
5184	2
5216	5
5248	3
5280	4
5312	0
5344	3
5376	3
5408	0
5440	2
5472	2
5504	4
5536	5
5568	3
5600	2
5632	2
5664	3
5696	1
5728	1
5760	2
5792	4
5824	3
5856	1
5888	0
5920	2
5952	2
5984	2
6016	0
6048	1
6080	3
6112	3
6144	2
6176	1
6208	0
6240	1
6272	1
6304	1
6336	0
6368	0
6400	2
6432	0
6464	1
6496	0
6528	1
6560	0
6592	1
6624	0
6656	0
6688	2
6720	2
6752	1
6784	0
6816	0
6848	0
6880	1
6912	0
6944	1
6976	0
7008	0
7040	0
7072	0
7104	0
7136	0
7168	0
7200	0
7232	0
7264	0
7296	0
7328	0
7360	0
7392	0
7424	0
7456	0
7488	0
7520	0
7552	0
7584	0
7616	0
7648	0
7680	0
7712	0
7744	0
7776	0
7808	0
7840	0
7872	0
7904	0
7936	0
7968	0
8000	0
8032	0
8064	0
8096	0
8128	0
8160	0
