X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-6.200000e-04,5.000000e-06
0,4.80e+00,1.08e-02,
1,4.80e+00,1.08e-02,
2,4.80e+00,1.08e-02,
3,4.80e+00,1.08e-02,
4,4.80e+00,1.08e-02,
5,4.80e+00,1.08e-02,
6,4.86e+00,1.08e-02,
7,4.86e+00,1.08e-02,
8,4.80e+00,1.07e-02,
9,4.80e+00,1.07e-02,
10,4.80e+00,1.07e-02,
11,4.80e+00,1.07e-02,
12,4.80e+00,1.06e-02,
13,4.80e+00,1.06e-02,
14,4.80e+00,1.07e-02,
15,4.80e+00,1.07e-02,
16,4.80e+00,1.06e-02,
17,4.80e+00,1.06e-02,
18,4.80e+00,1.07e-02,
19,4.80e+00,1.07e-02,
20,4.80e+00,1.06e-02,
21,4.80e+00,1.06e-02,
22,4.80e+00,1.06e-02,
23,4.80e+00,1.06e-02,
24,4.80e+00,1.06e-02,
25,4.80e+00,1.06e-02,
26,4.80e+00,1.06e-02,
27,4.80e+00,1.06e-02,
28,4.80e+00,1.06e-02,
29,4.80e+00,1.06e-02,
30,4.80e+00,1.06e-02,
31,4.80e+00,1.06e-02,
32,4.80e+00,1.07e-02,
33,4.80e+00,1.07e-02,
34,4.80e+00,1.06e-02,
35,4.80e+00,1.06e-02,
36,4.80e+00,1.08e-02,
37,4.80e+00,1.08e-02,
38,4.80e+00,1.06e-02,
39,4.80e+00,1.06e-02,
40,4.80e+00,1.06e-02,
41,4.80e+00,1.06e-02,
42,4.80e+00,1.07e-02,
43,4.80e+00,1.07e-02,
44,4.80e+00,1.07e-02,
45,4.80e+00,1.07e-02,
46,4.80e+00,1.07e-02,
47,4.80e+00,1.07e-02,
48,4.86e+00,1.07e-02,
49,4.86e+00,1.07e-02,
50,4.80e+00,1.06e-02,
51,4.80e+00,1.06e-02,
52,4.80e+00,1.07e-02,
53,4.80e+00,1.07e-02,
54,4.80e+00,1.06e-02,
55,4.80e+00,1.06e-02,
56,4.80e+00,1.06e-02,
57,4.80e+00,1.06e-02,
58,4.80e+00,1.06e-02,
59,4.80e+00,1.06e-02,
60,4.80e+00,1.07e-02,
61,4.80e+00,1.07e-02,
62,4.80e+00,1.07e-02,
63,4.80e+00,1.07e-02,
64,4.80e+00,1.07e-02,
65,4.80e+00,1.07e-02,
66,4.80e+00,1.07e-02,
67,4.80e+00,1.07e-02,
68,4.80e+00,1.06e-02,
69,4.80e+00,1.06e-02,
70,4.80e+00,1.07e-02,
71,4.80e+00,1.07e-02,
72,4.80e+00,1.07e-02,
73,4.80e+00,1.07e-02,
74,4.80e+00,1.08e-02,
75,4.80e+00,1.08e-02,
76,4.80e+00,1.07e-02,
77,4.80e+00,1.07e-02,
78,4.80e+00,1.07e-02,
79,4.80e+00,1.07e-02,
80,4.80e+00,1.08e-02,
81,4.80e+00,1.08e-02,
82,4.80e+00,1.07e-02,
83,4.80e+00,1.07e-02,
84,4.80e+00,1.08e-02,
85,4.80e+00,1.08e-02,
86,4.80e+00,1.07e-02,
87,4.80e+00,1.07e-02,
88,4.80e+00,1.08e-02,
89,4.80e+00,1.08e-02,
90,4.80e+00,1.07e-02,
91,4.80e+00,1.07e-02,
92,4.80e+00,1.07e-02,
93,4.80e+00,1.07e-02,
94,4.80e+00,1.07e-02,
95,4.80e+00,1.07e-02,
96,4.80e+00,1.08e-02,
97,4.80e+00,1.08e-02,
98,4.80e+00,1.07e-02,
99,4.80e+00,1.07e-02,
100,4.80e+00,1.06e-02,
101,4.80e+00,1.06e-02,
102,4.80e+00,1.07e-02,
103,4.80e+00,1.07e-02,
104,4.80e+00,1.07e-02,
105,4.80e+00,1.07e-02,
106,4.80e+00,1.07e-02,
107,4.80e+00,1.07e-02,
108,4.80e+00,1.07e-02,
109,4.80e+00,1.07e-02,
110,4.80e+00,1.07e-02,
111,4.80e+00,1.07e-02,
112,4.80e+00,1.06e-02,
113,4.80e+00,1.06e-02,
114,4.80e+00,1.07e-02,
115,4.80e+00,1.07e-02,
116,4.80e+00,1.06e-02,
117,4.80e+00,1.06e-02,
118,4.80e+00,1.06e-02,
119,4.80e+00,1.06e-02,
120,4.80e+00,1.06e-02,
121,4.80e+00,1.06e-02,
122,-2.76e+00,1.05e-02,
123,-2.76e+00,1.05e-02,
124,-2.76e+00,9.95e-03,
125,-2.76e+00,9.95e-03,
126,-2.76e+00,9.45e-03,
127,-2.76e+00,9.45e-03,
128,-2.76e+00,8.82e-03,
129,-2.76e+00,8.82e-03,
130,-2.82e+00,8.19e-03,
131,-2.82e+00,8.19e-03,
132,-2.82e+00,7.56e-03,
133,-2.82e+00,7.56e-03,
134,-2.76e+00,6.80e-03,
135,-2.76e+00,6.80e-03,
136,-2.82e+00,6.17e-03,
137,-2.82e+00,6.17e-03,
138,-2.76e+00,5.54e-03,
139,-2.76e+00,5.54e-03,
140,-2.76e+00,4.79e-03,
141,-2.76e+00,4.79e-03,
142,-2.82e+00,4.16e-03,
143,-2.82e+00,4.16e-03,
144,-2.76e+00,3.65e-03,
145,-2.76e+00,3.65e-03,
