0_x,0_y
0.985322,33.925200
1.749933,102.407787
4.553510,172.417867
6.337605,239.627543
8.121699,307.855548
10.670405,376.083553
11.435017,444.056975
13.983724,513.048726
15.003206,581.022149
17.551912,648.995571
19.081136,717.478158
20.610360,785.960745
22.394454,853.679586
24.688290,922.671337
26.727255,990.899341
28.256479,1058.618182
30.550315,1062.182331
31.060056,1062.182331
34.628245,1062.182331
35.647727,1062.182331
37.686692,1062.182331
39.215916,1062.182331
41.000010,1062.182331
43.293846,1062.182331
44.058458,1062.182331
47.371776,1062.182331
48.646129,1062.182331
50.175353,1062.182331
52.214318,1062.182331
53.233801,1062.182331
56.801989,1062.182331
57.056860,1062.182331
60.115308,1062.182331
61.389661,1062.182331
62.918885,1062.182331
65.212720,1062.182331
66.232203,1062.182331
69.035780,1062.182331
69.800392,1062.182331
72.349098,1062.182331
74.388063,1062.182331
75.152675,1062.182331
77.701381,1062.182331
78.975734,1062.182331
81.269570,1062.182331
83.308535,1062.182331
84.582888,1062.182331
87.386465,1062.182331
87.896206,1062.182331
90.190042,1062.182331
92.738748,1062.182331
93.758231,1062.182331
95.287455,1062.182331
97.071549,1062.182331
99.875126,1062.182331
100.639738,1062.182331
102.933573,1062.182331
105.737150,1062.182331
106.501762,1062.182331
108.540727,1062.182331
110.324822,1062.182331
112.108916,1062.182331
114.912493,1062.182331
114.912493,1062.182331
117.461199,1062.182331
119.245294,1062.182331
121.029388,1062.182331
123.832965,1062.182331
124.342706,1062.182331
126.636542,1062.182331
127.656024,1062.182331
129.694990,1062.182331
132.753437,1062.182331
133.008308,1062.182331
135.557014,1062.182331
136.576497,1062.182331
138.870332,1062.182331
140.399556,1062.182331
142.438521,1062.182331
144.477486,1062.182331
146.261580,1062.182331
147.535934,1062.182331
149.065157,1062.182331
150.849252,1062.182331
153.397958,1062.182331
155.182052,1062.182331
156.456406,1062.182331
159.005112,1062.182331
160.024594,1062.182331
161.808689,1062.182331
163.847654,1062.182331
164.867136,1062.182331
167.415843,1062.182331
169.199937,1062.182331
170.729161,1062.182331
173.532738,1062.182331
173.532738,1062.182331
176.591185,1062.182331
178.120409,1062.182331
179.394762,1062.182331
182.453210,1062.182331
182.708080,1062.182331
185.256787,1062.182331
187.295752,1062.182331
188.060364,1062.182331
191.118811,1062.182331
192.138294,1062.182331
