0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y
141.419038,40.289753,141.164168,36.216439,139.125203,33.416036,138.870332,36.216439,139.125203,34.688947,138.105720,32.906872
141.928780,38.507678,141.673909,34.179783,139.889815,34.943529,139.380073,29.597305,139.634944,42.326410,139.125203,37.743932
142.438521,39.526007,142.438521,36.725604,139.380073,32.143126,140.144685,41.817246,140.144685,35.961857,139.125203,31.888544
143.203133,40.289753,142.438521,40.289753,140.654427,41.817246,140.399556,30.870215,140.144685,45.635977,139.889815,38.253096
143.203133,40.035171,143.967745,40.544335,139.889815,35.452693,140.399556,39.780589,139.889815,36.725604,139.125203,32.906872
143.458004,41.562664,142.438521,46.908888,141.164168,44.363067,140.909297,34.434365,140.909297,44.108485,140.654427,42.580992
144.222615,38.507678,143.967745,43.599321,140.654427,35.452693,141.164168,39.526007,140.909297,37.489350,139.380073,36.980186
144.477486,46.145142,143.712874,49.709291,141.419038,40.544335,141.928780,37.234768,141.419038,42.071828,140.909297,42.580992
143.967745,41.817246,144.222615,44.108485,140.654427,34.688947,140.909297,38.507678,141.673909,39.271425,140.399556,40.798917
144.732357,50.218455,144.732357,50.218455,142.183650,44.617649,141.928780,41.817246,142.438521,45.635977,140.909297,43.853903
145.496969,42.580992,144.222615,44.108485,141.164168,41.053499,141.419038,41.308082,142.438521,45.126813,141.164168,43.853903
144.987227,49.454709,145.496969,51.236784,142.183650,44.108485,142.948262,44.108485,142.438521,45.381395,141.419038,43.090156
146.261580,43.090156,145.242098,45.890560,142.183650,44.108485,141.928780,43.344738,143.203133,47.672634,141.928780,41.562664
145.751839,50.727620,145.751839,53.782605,142.948262,44.108485,143.203133,43.853903,143.203133,47.163470,141.928780,42.326410
145.751839,46.908888,146.006710,49.454709,142.693392,46.654306,142.948262,41.817246,143.712874,47.672634,142.183650,42.580992
147.026192,48.436381,147.026192,54.291769,143.712874,46.145142,143.967745,47.163470,143.712874,46.145142,142.693392,45.381395
146.516451,48.690963,147.026192,53.018859,142.948262,47.672634,143.203133,47.927216,143.458004,47.672634,143.203133,46.908888
146.771322,51.236784,146.516451,55.564680,144.477486,45.635977,144.732357,47.927216,144.987227,48.181798,143.712874,47.418052
148.045675,53.273441,147.281063,57.092172,144.477486,47.672634,143.712874,51.236784,144.477486,49.709291,143.203133,47.927216
146.771322,50.473037,147.281063,56.328426,144.732357,49.454709,144.732357,49.200127,144.477486,52.255112,144.732357,51.236784
148.300545,57.855919,147.535934,58.365083,144.222615,50.218455,144.732357,51.745948,145.242098,50.218455,143.458004,50.473037
148.555416,51.491366,148.555416,57.855919,145.496969,51.236784,144.987227,52.509694,144.477486,56.073844,144.732357,50.727620
147.790804,59.128829,147.535934,59.892575,144.732357,52.764276,145.242098,54.037187,146.006710,54.546351,144.477486,50.218455
149.320028,53.273441,149.065157,59.892575,146.261580,54.546351,146.006710,53.782605,145.496969,58.110501,144.732357,53.782605
149.320028,59.637993,148.810287,60.401740,145.242098,54.291769,146.006710,51.745948,146.006710,55.310097,144.987227,52.255112
149.065157,53.273441,149.065157,62.947561,146.261580,56.837590,146.261580,54.291769,146.771322,56.583008,145.751839,56.328426
150.594381,61.420068,149.574899,61.420068,146.261580,55.055515,147.026192,54.546351,146.771322,58.110501,146.006710,54.800933
150.084640,57.092172,150.339511,66.766292,146.771322,54.800933,146.006710,58.874247,147.026192,58.365083,145.496969,55.819262
150.084640,64.475053,150.594381,65.493382,146.006710,56.073844,147.790804,55.819262,147.026192,59.383411,147.026192,58.365083
150.849252,63.711307,150.084640,69.566695,147.026192,58.365083,147.281063,61.165486,148.300545,58.619665,146.006710,57.601336
150.594381,62.692979,151.613864,66.511710,147.281063,59.637993,148.045675,57.092172,148.045675,62.438396,146.516451,61.674650
151.613864,65.238800,150.849252,69.566695,147.790804,59.383411,147.535934,62.438396,148.555416,61.929232,147.026192,57.092172
152.123605,65.238800,151.868734,70.585024,148.045675,62.947561,148.810287,59.892575,148.810287,66.257128,147.281063,62.183814
151.868734,68.039203,152.123605,70.839606,148.810287,59.383411,147.535934,62.183814,148.045675,61.674650,147.535934,58.365083
152.378476,66.002546,151.104122,70.839606,149.065157,66.766292,149.065157,60.147158,150.084640,65.238800,147.790804,66.511710
152.633346,66.257128,152.888217,72.112517,148.810287,59.383411,148.810287,62.438396,148.810287,60.656322,148.045675,60.401740
153.143087,66.511710,152.633346,75.676666,149.065157,64.220471,149.574899,59.892575,149.829769,66.257128,148.045675,65.747964
153.652829,68.548367,152.888217,74.403756,149.829769,61.420068,148.810287,66.511710,149.320028,62.692979,149.320028,61.420068
153.143087,71.857934,153.652829,75.676666,149.574899,67.020874,150.084640,68.293785,150.084640,68.293785,148.555416,66.511710
153.907699,74.403756,153.397958,76.694994,150.849252,63.456725,149.574899,66.257128,149.574899,65.238800,149.320028,64.220471
154.162570,74.403756,153.907699,82.295801,150.339511,68.802949,150.594381,71.094188,150.594381,69.566695,149.065157,66.511710
154.162570,74.658338,154.162570,77.967905,150.594381,66.511710,150.339511,68.039203,151.358993,69.566695,149.574899,68.802949
155.182052,77.713323,154.672311,83.823293,150.849252,69.566695,151.868734,74.149173,150.594381,70.585024,150.084640,67.784621
155.182052,77.967905,154.927182,78.731651,151.104122,70.075860,150.594381,69.057531,151.868734,71.094188,151.104122,71.094188
156.201535,80.259144,155.436923,84.841622,151.358993,71.603352,152.123605,72.876263,152.123605,70.330442,151.104122,69.057531
155.691794,78.222487,156.456406,81.786637,151.868734,74.403756,151.358993,69.057531,151.613864,72.876263,150.339511,72.876263
155.436923,78.731651,155.436923,85.350786,151.868734,72.367099,152.123605,73.640009,152.378476,71.348770,151.868734,70.330442
157.221018,79.495398,156.966147,85.605368,151.868734,72.112517,152.123605,72.367099,152.378476,77.458741,150.849252,72.367099
156.456406,81.277472,155.946664,85.859950,152.633346,72.112517,152.378476,76.694994,152.633346,73.385427,151.358993,70.585024
156.711276,84.841622,157.221018,86.369115,152.378476,76.694994,152.888217,76.440412,152.888217,78.477069,152.123605,74.912920
158.240500,83.314129,156.966147,87.387443,153.143087,74.149173,152.888217,77.967905,154.162570,76.440412,152.378476,75.931248
157.221018,86.369115,157.475888,88.660354,153.397958,78.731651,153.143087,78.222487,153.143087,79.749980,152.378476,77.204159
158.240500,85.605368,157.475888,88.660354,153.397958,76.694994,153.907699,80.513726,154.162570,80.004562,153.143087,78.477069
158.750241,87.132861,157.985629,91.715339,153.652829,79.495398,154.162570,78.986233,154.162570,80.259144,153.652829,77.967905
157.730759,86.114532,158.750241,91.206175,154.162570,80.768308,153.907699,80.004562,153.907699,80.004562,152.888217,79.495398
157.985629,88.405771,157.730759,93.242831,154.162570,81.786637,153.907699,79.749980,153.907699,78.731651,154.417441,79.749980
157.730759,82.041219,158.240500,90.442428,153.907699,78.477069,153.397958,80.513726,153.397958,79.749980,153.652829,81.022890
157.221018,86.623697,157.475888,90.951592,153.907699,77.458741,153.652829,79.240816,152.888217,78.222487,154.162570,80.004562
157.221018,80.004562,156.201535,89.678682,153.143087,78.477069,152.888217,78.477069,152.378476,76.440412,154.417441,79.495398
155.946664,81.022890,157.221018,88.660354,152.888217,76.185830,153.397958,75.676666,153.143087,74.912920,153.907699,80.259144
155.946664,82.804965,155.946664,87.642025,152.633346,75.931248,151.358993,77.967905,152.123605,73.894591,153.143087,78.986233
155.946664,78.477069,155.436923,84.841622,152.378476,72.621681,152.633346,73.130845,152.123605,75.422084,152.888217,80.768308
155.436923,79.495398,155.691794,82.295801,151.613864,72.112517,151.613864,75.676666,151.613864,70.839606,153.143087,76.440412
154.927182,76.185830,155.691794,82.550383,152.123605,73.385427,151.613864,70.585024,150.594381,71.603352,152.123605,81.022890
154.417441,77.458741,154.672311,82.295801,151.358993,70.330442,150.849252,72.621681,151.104122,68.039203,152.633346,74.149173
153.652829,72.367099,154.162570,80.513726,150.849252,72.367099,151.358993,69.821278,150.594381,69.566695,151.104122,78.477069
154.162570,74.149173,154.162570,78.986233,150.849252,68.039203,150.084640,70.075860,149.574899,66.511710,151.358993,70.330442
153.397958,68.293785,152.633346,79.495398,150.084640,68.548367,150.594381,68.548367,149.829769,69.821278,151.358993,73.130845
153.143087,71.857934,153.652829,75.676666,149.829769,64.220471,150.084640,64.475053,149.829769,64.984218,151.104122,68.548367
152.123605,68.293785,152.633346,77.967905,149.829769,67.530039,149.320028,69.057531,149.574899,65.238800,151.104122,69.057531
152.633346,68.293785,152.633346,72.876263,148.810287,64.220471,149.320028,63.202143,148.045675,63.711307,149.829769,70.075860
152.123605,68.039203,152.633346,73.385427,148.810287,65.238800,149.065157,67.530039,149.574899,62.692979,150.594381,67.784621
150.849252,68.293785,151.104122,68.293785,149.065157,60.656322,149.065157,63.456725,147.790804,64.729635,149.065157,69.312113
151.868734,67.275457,151.868734,73.130845,148.045675,60.910904,148.555416,64.729635,148.045675,63.202143,149.320028,66.002546
150.339511,63.711307,151.104122,64.475053,148.555416,64.729635,148.300545,58.874247,147.790804,64.220471,148.810287,69.057531
150.339511,63.456725,150.594381,69.566695,148.045675,59.128829,147.535934,62.947561,147.281063,57.346754,148.810287,64.220471
150.594381,60.401740,150.084640,64.475053,147.281063,64.475053,147.026192,55.055515,147.535934,60.147158,148.555416,65.747964
149.320028,60.147158,149.574899,66.257128,147.281063,55.310097,147.026192,61.165486,146.516451,55.055515,147.281063,61.165486
149.829769,60.656322,150.084640,65.493382,147.281063,58.365083,146.006710,54.291769,146.261580,57.855919,148.045675,62.947561
149.065157,55.310097,149.065157,63.711307,146.516451,52.509694,146.516451,57.855919,146.516451,53.273441,147.535934,57.855919
148.810287,60.147158,149.065157,62.947561,146.261580,58.874247,146.261580,54.800933,146.261580,57.855919,147.535934,60.401740
148.045675,53.273441,147.790804,59.128829,146.006710,51.236784,146.006710,55.819262,145.751839,52.509694,146.771322,58.365083
147.281063,58.110501,148.555416,63.965889,145.242098,56.328426,145.496969,54.037187,145.242098,55.310097,146.771322,59.383411
147.790804,52.255112,148.555416,57.092172,145.242098,49.963873,145.751839,52.255112,145.751839,53.782605,146.006710,57.601336
147.281063,56.837590,147.026192,61.420068,144.987227,54.800933,145.242098,51.236784,143.967745,51.491366,145.496969,57.601336
147.281063,48.945545,148.045675,54.800933,144.477486,51.491366,144.477486,46.908888,144.987227,51.745948,146.006710,56.328426
147.026192,52.255112,147.535934,57.855919,144.477486,50.982202,144.987227,47.163470,143.967745,49.963873,144.732357,54.291769
146.006710,44.108485,146.516451,54.291769,143.967745,48.945545,143.203133,46.654306,143.712874,48.690963,144.987227,54.291769
146.006710,49.200127,146.261580,55.055515,143.203133,49.200127,143.967745,46.145142,143.458004,45.635977,144.477486,50.982202
145.496969,45.635977,146.516451,54.037187,143.712874,47.163470,142.948262,45.381395,142.693392,45.126813,143.712874,49.709291
145.496969,45.381395,145.751839,51.491366,143.203133,44.872231,142.948262,45.381395,142.948262,44.363067,143.712874,49.454709
145.242098,48.436381,144.732357,51.236784,142.438521,44.363067,142.438521,46.908888,141.928780,42.835574,144.222615,48.690963
143.967745,43.853903,145.496969,49.200127,142.693392,43.853903,143.203133,46.654306,142.693392,46.399724,143.203133,50.727620
144.987227,48.690963,144.222615,50.473037,142.438521,42.071828,141.419038,45.890560,140.399556,43.344738,142.438521,45.635977
143.967745,40.544335,144.732357,45.890560,141.673909,44.617649,142.693392,39.016843,141.419038,45.890560,143.203133,49.200127
143.458004,49.454709,143.967745,44.872231,141.928780,40.544335,141.164168,40.035171,141.164168,39.271425,141.673909,45.381395
143.203133,37.998514,142.948262,43.599321,141.419038,43.853903,140.909297,38.762261,140.654427,45.126813,142.438521,48.181798
142.438521,45.126813,143.203133,41.817246,140.909297,37.234768,140.144685,40.035171,140.399556,38.507678,141.928780,42.071828
142.948262,36.725604,142.183650,45.126813,140.909297,42.326410,140.654427,39.016843,140.399556,42.071828,141.164168,45.126813
142.693392,44.108485,142.183650,38.762261,140.654427,37.743932,140.144685,35.707275,140.399556,36.471022,140.909297,42.071828
142.183650,38.762261,141.673909,43.853903,140.144685,41.053499,140.399556,39.016843,139.125203,36.471022,141.164168,41.562664
141.164168,40.289753,142.693392,35.961857,139.889815,34.434365,139.889815,33.670618,140.144685,34.434365,140.654427,40.544335
140.909297,39.271425,141.419038,41.562664,139.634944,36.725604,139.125203,40.289753,138.105720,35.198111,139.889815,38.762261
141.673909,38.762261,141.419038,35.707275,138.870332,35.198111,139.125203,28.069812,139.125203,37.998514,140.909297,40.035171
139.889815,38.253096,140.909297,36.980186,139.125203,32.652290,139.125203,31.633962,139.125203,31.633962,139.125203,36.216439
140.909297,35.198111,139.889815,31.888544,138.615462,37.743932,138.360591,26.033155,137.850850,37.489350,139.380073,42.835574
140.399556,34.943529,140.654427,35.961857,138.870332,29.088140,138.360591,35.961857,138.360591,31.379379,139.125203,33.416036
138.870332,31.379379,139.125203,30.615633,137.341108,34.434365,138.105720,24.251080,137.341108,35.707275,137.850850,40.035171
139.634944,33.670618,139.380073,32.652290,138.105720,22.723588,136.831367,31.633962,137.341108,28.324394,138.360591,30.361051
138.105720,32.143126,139.125203,28.578976,136.831367,30.106469,138.360591,23.741916,136.576497,31.633962,137.850850,36.725604
138.615462,31.633962,138.870332,27.560648,137.595979,23.741916,137.341108,26.542319,136.831367,25.778573,138.105720,30.870215
138.360591,32.397708,138.360591,32.652290,136.831367,31.379379,136.831367,24.760245,135.557014,29.088140,137.086238,34.943529
137.850850,29.088140,137.850850,25.014827,136.831367,21.196095,136.321626,28.578976,135.557014,25.014827,137.850850,31.124797
137.850850,34.434365,138.360591,33.925200,135.557014,28.578976,136.576497,28.069812,136.321626,31.124797,136.576497,31.633962
137.086238,29.597305,136.831367,23.741916,136.831367,21.450677,135.047273,22.978170,134.792402,27.815230,136.576497,29.342723
136.576497,33.161454,137.341108,32.906872,134.792402,28.069812,136.321626,27.306066,135.302143,27.051484,136.321626,30.870215
136.321626,27.051484,136.576497,19.159438,135.811885,26.287737,134.792402,21.705259,135.047273,26.796901,135.557014,30.361051
136.321626,29.851887,136.321626,29.597305,134.537531,23.487334,135.302143,27.815230,134.792402,25.269409,136.321626,26.287737
136.321626,26.796901,136.831367,21.450677,134.792402,20.686931,135.047273,18.141110,134.282661,25.778573,135.302143,27.306066
134.792402,28.833558,135.302143,26.287737,133.772920,21.705259,134.792402,24.760245,134.027790,20.177767,134.792402,25.778573
136.066755,27.306066,135.811885,23.487334,134.792402,25.523991,133.263178,17.886528,133.772920,22.469006,135.047273,27.051484
135.302143,24.760245,135.302143,20.686931,133.263178,18.141110,134.537531,22.723588,133.008308,19.668602,134.792402,24.760245
134.537531,30.106469,134.792402,23.232752,134.027790,22.214424,133.263178,24.760245,134.027790,23.487334,135.047273,22.723588
135.302143,23.232752,135.047273,21.450677,132.753437,16.613617,133.263178,22.469006,132.753437,24.251080,133.772920,22.978170
133.263178,29.597305,134.027790,21.705259,133.518049,23.232752,133.263178,20.177767,132.753437,21.450677,134.027790,23.741916
134.027790,20.432349,134.282661,17.886528,131.988825,20.177767,132.498566,20.941513,132.498566,20.941513,132.498566,26.796901
133.008308,26.796901,133.772920,19.923185,133.008308,21.705259,132.243696,20.686931,131.479084,21.450677,133.772920,21.450677
132.753437,18.904856,133.772920,17.631946,131.479084,17.886528,132.243696,19.414020,132.243696,22.978170,132.753437,22.978170
133.772920,26.542319,132.498566,17.631946,132.243696,20.177767,131.733955,17.122781,130.969343,19.668602,132.498566,21.959841
131.733955,17.886528,131.988825,17.122781,131.224213,21.196095,130.969343,16.104453,130.969343,19.159438,132.243696,21.450677
131.988825,22.214424,132.753437,14.831542,131.733955,19.159438,131.224213,12.540303,130.204731,16.359035,132.243696,19.923185
130.969343,18.650274,130.969343,17.377364,130.459601,19.159438,130.969343,22.214424,130.459601,16.868199,131.479084,16.104453
131.479084,22.214424,131.988825,15.595289,131.224213,15.595289,130.204731,17.631946,129.949860,16.359035,130.969343,21.705259
130.204731,19.668602,131.224213,17.631946,129.440119,15.595289,130.459601,22.469006,129.949860,16.613617,131.733955,16.359035
130.459601,20.177767,130.714472,13.813214,130.459601,16.104453,130.204731,8.721572,129.694990,20.432349,130.204731,22.214424
130.714472,21.196095,130.714472,15.849871,129.694990,15.595289,128.675507,20.941513,128.930378,12.540303,130.969343,16.868199
129.185248,18.904856,130.459601,14.322378,129.949860,18.141110,130.459601,10.758229,129.949860,19.923185,130.204731,23.741916
129.694990,20.432349,129.694990,15.340707,129.694990,10.503647,128.930378,14.831542,128.420636,12.031139,129.694990,11.521975
129.440119,16.359035,129.185248,14.322378,128.420636,16.359035,128.675507,7.957826,128.420636,18.904856,130.204731,19.668602
128.675507,19.159438,129.949860,11.267393,128.420636,9.230736,128.420636,14.322378,127.910895,7.194079,129.185248,6.684915
129.694990,15.340707,127.656024,15.595289,128.420636,16.613617,128.675507,6.939497,127.656024,15.340707,128.675507,18.141110
127.910895,18.141110,128.930378,6.175751,127.656024,8.212408,126.891413,12.540303,127.146283,5.412004,128.675507,8.466990
128.420636,18.141110,127.910895,17.631946,128.420636,12.540303,127.910895,14.831542,127.401154,13.049468,128.675507,14.831542
127.910895,17.886528,127.656024,9.994482,127.656024,5.157422,127.146283,11.521975,127.146283,9.994482,127.146283,11.776557
127.656024,20.941513,127.910895,15.340707,127.910895,13.813214,127.146283,15.595289,125.871930,12.031139,127.910895,14.067796
126.636542,16.359035,127.146283,3.120766,126.636542,6.684915,126.891413,7.448661,126.636542,8.721572,127.401154,13.558632
126.636542,17.122781,127.146283,11.521975,126.891413,11.012811,126.891413,16.613617,125.617059,13.049468,126.891413,13.049468
126.636542,15.340707,126.381671,6.175751,125.871930,10.758229,125.362189,7.957826,125.617059,17.631946,127.146283,16.613617
125.871930,16.613617,126.381671,15.340707,126.381671,7.703243,126.636542,18.395692,125.107318,9.230736,126.126801,10.249065
125.871930,14.322378,125.617059,6.175751,125.362189,15.086125,125.362189,5.921169,125.107318,15.849871,126.636542,17.631946
125.362189,12.285721,125.871930,11.012811,126.126801,6.175751,125.107318,15.340707,124.597577,7.194079,125.871930,9.485318
124.597577,14.322378,125.362189,9.994482,124.597577,12.285721,125.107318,8.721572,124.852448,16.868199,126.381671,15.086125
125.362189,11.267393,124.597577,9.485318,125.362189,5.921169,124.597577,18.650274,124.597577,5.921169,125.362189,6.939497
124.087836,17.631946,125.107318,11.521975,124.087836,14.322378,124.087836,8.466990,123.578094,13.813214,125.362189,13.813214
124.342706,11.012811,123.578094,7.957826,124.342706,5.157422,124.087836,9.485318,124.597577,7.957826,124.852448,8.721572
123.323224,17.122781,124.087836,12.031139,123.068353,13.304050,123.832965,9.485318,123.323224,12.794886,124.087836,14.831542
123.068353,8.466990,123.832965,5.157422,123.832965,7.703243,123.323224,11.776557,123.323224,10.503647,124.597577,12.031139
122.813483,12.540303,123.068353,12.285721,123.323224,12.540303,123.578094,9.994482,122.558612,11.012811,123.323224,12.285721
122.813483,7.194079,123.578094,5.157422,123.323224,9.485318,122.813483,7.448661,123.068353,11.521975,124.342706,11.521975
122.813483,13.049468,122.303741,11.776557,122.303741,8.976154,122.303741,7.448661,122.048871,7.957826,123.068353,10.249065
121.539129,6.684915,122.813483,7.194079,122.303741,8.466990,122.303741,6.939497,121.794000,11.012811,123.578094,10.249065
122.558612,11.267393,122.048871,9.485318,122.303741,8.976154,121.794000,7.448661,121.794000,6.684915,122.558612,8.466990
