X, CH1, CH2, Start, Increment
Sequence, VOLT, VOLT,0.01652000,0.0000002000000
0,15.2000000,0.0448000000
1,15.2000000,0.0464000000
2,14.8000000,0.0456000000
3,15.2000000,0.0488000000
4,14.8000000,0.0488000000
5,15.2000000,0.0472000000
6,14.8000000,0.0472000000
7,14.8000000,0.0432000000
8,14.8000000,0.0432000000
9,15.2000000,0.0408000000
10,14.8000000,0.0408000000
11,15.2000000,0.0424000000
12,14.8000000,0.0424000000
13,15.2000000,0.0440000000
14,15.2000000,0.0440000000
15,14.8000000,0.0416000000
16,14.8000000,0.0416000000
17,15.2000000,0.0368000000
18,14.8000000,0.0352000000
19,15.2000000,0.0328000000
20,15.2000000,0.0336000000
21,14.8000000,0.0328000000
22,14.8000000,0.0328000000
23,15.2000000,0.0336000000
24,15.2000000,0.0336000000
25,14.8000000,0.0304000000
26,14.8000000,0.0296000000
27,15.2000000,0.0256000000
28,14.8000000,0.0240000000
29,15.2000000,0.0224000000
30,15.2000000,0.0208000000
31,14.8000000,0.0224000000
32,14.8000000,0.0216000000
33,15.2000000,0.0232000000
34,15.2000000,0.0216000000
35,14.8000000,0.0192000000
36,15.2000000,0.0184000000
37,14.8000000,0.0136000000
38,14.8000000,0.0128000000
39,15.2000000,0.0088000000
40,15.2000000,0.0088000000
41,14.8000000,0.0096000000
42,14.8000000,0.0104000000
43,15.2000000,0.0104000000
44,15.2000000,0.0104000000
45,14.8000000,0.0072000000
46,15.2000000,0.0056000000
47,14.8000000,0.0008000000
48,14.8000000,0.0000000000
49,15.2000000,-0.0040000000
50,14.8000000,-0.0040000000
51,15.2000000,-0.0056000000
52,15.2000000,-0.0040000000
53,14.8000000,-0.0024000000
54,14.8000000,-0.0024000000
55,15.2000000,-0.0056000000
56,15.2000000,-0.0064000000
57,14.8000000,-0.0096000000
58,15.2000000,-0.0112000000
59,14.8000000,-0.0144000000
60,14.8000000,-0.0144000000
61,15.2000000,-0.0144000000
62,14.8000000,-0.0144000000
63,15.2000000,-0.0128000000
64,15.2000000,-0.0136000000
65,14.8000000,-0.0160000000
66,14.8000000,-0.0176000000
67,15.2000000,-0.0184000000
68,14.8000000,-0.0192000000
69,15.2000000,-0.0200000000
70,15.2000000,-0.0200000000
71,14.8000000,-0.0192000000
72,15.2000000,-0.0192000000
73,15.2000000,-0.0208000000
74,14.8000000,-0.0216000000
75,15.2000000,-0.0248000000
76,14.8000000,-0.0256000000
77,15.2000000,-0.0272000000
78,14.8000000,-0.0280000000
79,15.2000000,-0.0272000000
80,15.2000000,-0.0280000000
81,14.8000000,-0.0264000000
82,14.8000000,-0.0272000000
83,15.2000000,-0.0288000000
84,15.2000000,-0.0296000000
85,15.2000000,-0.0328000000
86,14.8000000,-0.0336000000
87,15.2000000,-0.0336000000
88,14.8000000,-0.0336000000
89,15.2000000,-0.0336000000
90,15.2000000,-0.0328000000
91,14.8000000,-0.0312000000
92,15.2000000,-0.0312000000
93,14.8000000,-0.0328000000
94,14.8000000,-0.0320000000
95,15.2000000,-0.0336000000
96,14.8000000,-0.0336000000
97,15.2000000,-0.0312000000
98,15.2000000,-0.0296000000
99,14.8000000,-0.0256000000
100,14.8000000,-0.0240000000
101,15.2000000,-0.0200000000
102,15.2000000,-0.0200000000
103,14.8000000,-0.0208000000
104,14.8000000,-0.0208000000
105,15.2000000,-0.0200000000
106,15.2000000,-0.0208000000
107,14.8000000,-0.0168000000
108,15.2000000,-0.0160000000
109,14.8000000,-0.0120000000
110,14.8000000,-0.0112000000
111,15.2000000,-0.0088000000
112,15.2000000,-0.0088000000
113,14.8000000,-0.0080000000
114,15.2000000,-0.0088000000
115,14.8000000,-0.0088000000
116,14.8000000,-0.0080000000
117,15.2000000,-0.0040000000
118,15.2000000,-0.0032000000
119,14.8000000,0.0040000000
120,15.2000000,0.0056000000
121,14.8000000,0.0112000000
122,14.8000000,0.0128000000
123,15.2000000,0.0168000000
